xc,yc,zc,ux,uy,uz,state,szz,sxy,sxz,syz
0.50055,3.48818,4.5,0.00185694,-0.0283338,-3.89027e-06,4,-376447,4182.63,15.4554,5.24804
1.50165,3.48828,4.5,0.00564395,-0.0270882,-1.87783e-06,4,-376035,11071,31.4557,-21.5891
2.50274,3.48845,4.5,0.00955469,-0.024819,-2.52053e-07,4,-375805,15162.4,6.03759,2.89975
3.5038,3.48864,4.5,0.0134179,-0.0219705,-1.7608e-07,4,-374633,17295.5,-53.1955,18.0847
4.50479,3.48883,4.5,0.0168855,-0.019106,-5.22203e-07,4,-375291,17894,-4.34204,18.794
5.50568,3.48901,4.5,0.0196373,-0.0166884,-8.83529e-07,4,-379321,16107.6,12.4633,18.9849
6.50644,3.48921,4.5,0.0215953,-0.0148319,-1.02382e-06,4,-384316,13871.6,-4.8158,0.819923
7.5071,3.48949,4.5,0.0229387,-0.0133154,1.15613e-07,4,-371722,14952.2,-35.014,-20.0627
8.50766,3.4899,4.5,0.0238323,-0.0119518,8.79924e-07,4,-360902,16869.6,-12.7688,-11.3147
9.50811,3.49042,4.5,0.0243094,-0.0107423,6.46484e-07,4,-355723,16386.7,-1.08491,-6.69962
10.5085,3.49102,4.5,0.0244272,-0.00967854,2.62321e-07,4,-346738,16254.8,0.637801,-8.18779
11.5087,3.49165,4.5,0.0242815,-0.00869815,9.01413e-08,4,-334434,17109.7,-4.59931,-4.68248
12.5089,3.49228,4.5,0.023929,-0.00778326,2.93347e-08,4,-318960,17647.6,3.85909,-4.88773
13.5089,3.49286,4.5,0.0233793,-0.00695633,3.47688e-09,4,-307219,17964.5,0.206193,-4.77065
14.5088,3.49339,4.5,0.0226345,-0.00623762,-4.0261e-09,4,-298056,18139.2,-8.87257,-1.87135
15.5086,3.49387,4.5,0.0217344,-0.00561957,-4.26739e-08,4,-280862,17993.8,-8.13047,-3.96603
16.5083,3.49432,4.5,0.0207297,-0.00507235,4.72341e-09,4,-262596,18232.7,8.45208,-0.698121
17.5079,3.49475,4.5,0.0196402,-0.00457782,2.66685e-08,4,-245895,18440.7,-7.13348,3.01998
18.5074,3.49515,4.5,0.0184687,-0.00413086,-1.00236e-07,4,-230784,18498,-5.79249,-0.707426
19.5069,3.49553,4.5,0.0172063,-0.00372186,-1.7425e-07,4,-216975,17073.8,-2.10358,1.744
20.5064,3.49586,4.5,0.0158458,-0.00334554,-1.4074e-07,4,-205027,15814.4,-5.56386,1.98169
21.5058,3.49615,4.5,0.0143944,-0.00301017,-6.30863e-09,4,-195221,14351.4,0.301208,-0.600746
22.5051,3.49639,4.5,0.0128671,-0.00272602,2.07189e-07,4,-187217,12662.8,3.55288,-4.44142
23.5045,3.49658,4.5,0.0112776,-0.00249083,4.4463e-07,4,-180331,11336.9,-0.363345,-5.70022
24.5038,3.49673,4.5,0.00963424,-0.00229916,6.75561e-07,4,-174040,9850.19,0.384209,-5.74433
25.5031,3.49685,4.5,0.00794176,-0.00215183,8.03129e-07,4,-169338,7805.68,4.77687,2.32473
26.5024,3.49693,4.5,0.00620811,-0.00204272,5.86119e-07,4,-165972,5785.06,0.18958,7.52472
27.5017,3.49698,4.5,0.00444721,-0.00196268,3.55385e-08,4,-163268,3746.68,6.78346,2.2618
28.501,3.49702,4.5,0.00267214,-0.00190941,-5.81521e-07,4,-161468,2000.44,7.96824,-3.68688
29.5003,3.49704,4.5,0.000891201,-0.00188293,-1.01743e-06,4,-160579,614.569,1.77093,-6.75446
0.500524,4.48519,4.5,0.00137203,-0.0340791,-2.83656e-06,4,-360946,3535.69,-3.29033,3.18928
1.50158,4.48529,4.5,0.00426947,-0.0330475,-2.41066e-06,4,-357772,9854.06,-14.8558,-10.7424
2.50264,4.48547,4.5,0.00752632,-0.0310145,-9.14254e-07,4,-354122,14155.6,1.36933,-10.7836
3.50368,4.48569,4.5,0.0110967,-0.028165,-9.88453e-08,4,-352373,16854,-3.96509,3.98596
4.50466,4.48595,4.5,0.0146681,-0.024906,-3.05948e-07,4,-351024,18794,5.99258,14.7134
5.50553,4.48624,4.5,0.0178052,-0.0217659,-7.9289e-07,4,-351798,19545.1,11.6443,15.9162
6.50626,4.48656,4.5,0.0201888,-0.0191347,-7.12027e-07,4,-355155,18605.4,-15.8096,12.5223
7.50685,4.48695,4.5,0.0218122,-0.0170167,3.10409e-07,4,-353491,19213.1,-29.3681,-9.69956
8.50734,4.48746,4.5,0.0228876,-0.0151823,8.68279e-07,4,-336830,21168.6,-48.8198,-29.7714
9.50774,4.48807,4.5,0.0235322,-0.0135447,6.14336e-07,4,-329718,22620.5,3.55086,-6.9876
10.5081,4.48877,4.5,0.0237722,-0.0121337,1.97679e-07,4,-323667,21975,9.55479,2.40709
11.5084,4.48953,4.5,0.0237027,-0.0108867,5.98674e-08,4,-310588,22284.7,9.19994,0.389547
12.5085,4.49031,4.5,0.0234196,-0.00972972,3.70952e-09,4,-295038,23139.4,3.58841,2.34602
13.5086,4.49106,4.5,0.0229482,-0.00866715,-1.34254e-08,4,-282998,23835.6,-6.4321,6.43566
14.5085,4.49176,4.5,0.0222852,-0.00772985,-4.2748e-08,4,-273309,23916.8,-8.15891,2.29885
15.5083,4.4924,4.5,0.0214609,-0.00692104,-5.03613e-08,4,-256581,23827.6,-1.96387,-1.62404
16.508,4.49299,4.5,0.0205201,-0.0062093,-1.5695e-08,4,-238293,24196.8,-0.306205,-4.91781
17.5076,4.49355,4.5,0.0194863,-0.0055676,-3.24503e-08,4,-221317,24590.5,-7.08471,-4.69146
18.5072,4.49408,4.5,0.0183601,-0.0049818,-1.20366e-07,4,-205196,23664,-4.50205,-1.96355
19.5067,4.49456,4.5,0.0171305,-0.00444269,-1.75579e-07,4,-191107,22562.6,-0.0860846,0.0676487
20.5062,4.495,4.5,0.0157983,-0.00395579,-1.27841e-07,4,-179461,21286.9,-0.159968,4.5885
21.5056,4.49537,4.5,0.0143776,-0.00353218,1.98622e-08,4,-169171,20351.3,2.43852,5.89542
22.505,4.49567,4.5,0.0128739,-0.00317596,2.53711e-07,4,-160838,18667.6,10.2873,-0.167539
23.5043,4.49591,4.5,0.011288,-0.00287878,4.85465e-07,4,-153879,16167.2,-0.773543,-2.79946
24.5037,4.4961,4.5,0.00963488,-0.00262921,7.77767e-07,4,-146198,12331.3,5.35512,3.96794
25.503,4.49624,4.5,0.00793169,-0.00242561,1.11059e-06,4,-142081,8159.11,7.58952,-1.22763
26.5023,4.49634,4.5,0.00618971,-0.00226936,1.0478e-06,4,-139142,4887.52,3.21087,-1.2089
27.5017,4.49641,4.5,0.00442554,-0.00215987,4.84852e-07,4,-136880,2697.36,9.07751,5.94862
28.501,4.49645,4.5,0.00265475,-0.00209202,-2.06594e-07,4,-135513,1283.79,13.2096,3.1688
29.5003,4.49647,4.5,0.000884588,-0.00206012,-6.84039e-07,4,-134953,356.14,2.88885,-4.71926
0.5005,5.48239,4.5,0.000992933,-0.0388309,-1.99244e-06,4,-342368,2053.13,-2.56776,12.0632
1.50151,5.48248,4.5,0.00313884,-0.0380954,-2.30707e-06,4,-339195,7036.74,-8.87332,-1.97941
2.50252,5.48265,4.5,0.00570665,-0.0365012,-1.08456e-06,4,-334454,12090.5,0.297137,-39.0668
3.50352,5.48291,4.5,0.00877845,-0.0339782,7.36111e-08,4,-330636,15868.8,18.6004,-31.7286
4.50447,5.48324,4.5,0.0121794,-0.0306905,1.73593e-07,4,-329050,18764.4,19.6781,-6.34565
5.50531,5.48364,4.5,0.0155089,-0.0270745,-4.7224e-07,4,-327369,20850.6,-11.6526,1.42107
6.506,5.48409,4.5,0.018312,-0.0236716,-4.44507e-07,4,-328028,21682,-6.05387,-3.02693
7.50654,5.48461,4.5,0.0203397,-0.0208103,4.18711e-07,4,-329205,22204.1,-3.45151,-0.5997
8.50697,5.4852,4.5,0.0216831,-0.0184258,7.4111e-07,4,-318185,25278.1,2.8994,-25.128
9.50734,5.48589,4.5,0.0225366,-0.0163299,5.82347e-07,4,-304282,27234.6,-2.79919,-17.9
10.5077,5.48668,4.5,0.0229586,-0.014508,2.61286e-07,4,-298769,27631.7,3.28954,-1.1853
11.5079,5.48754,4.5,0.0230105,-0.0129543,8.24386e-08,4,-287222,27659.7,1.69753,2.86331
12.5081,5.48846,4.5,0.0228131,-0.0115587,-1.18993e-08,4,-271816,29113.4,-1.73651,10.0845
13.5082,5.48937,4.5,0.0224276,-0.0102668,-1.23087e-08,4,-258702,29970.6,-4.52244,7.35032
14.5081,5.49024,4.5,0.0218566,-0.00911187,-4.03518e-08,4,-248791,30054,-6.58098,-1.71014
15.508,5.49104,4.5,0.0211216,-0.0081054,-7.00606e-08,4,-232117,29900.4,-4.98969,0.545455
16.5077,5.49179,4.5,0.0202612,-0.00721911,-7.86088e-08,4,-214200,30461.2,-4.64495,-1.67903
17.5073,5.49249,4.5,0.0192952,-0.00642271,-9.80391e-08,4,-196177,30562.8,-6.02159,-4.29539
18.5069,5.49315,4.5,0.0182258,-0.00569393,-1.47273e-07,4,-179733,29477.8,-7.66384,-6.46543
19.5064,5.49375,4.5,0.0170502,-0.00502741,-1.69631e-07,4,-165740,29043.6,-5.16869,-3.86468
20.5059,5.49428,4.5,0.0157725,-0.00443575,-3.76323e-08,4,-153802,28344.4,6.82207,11.8426
21.5053,5.49473,4.5,0.014389,-0.00391875,1.23628e-07,4,-142923,26901,6.77311,8.66243
22.5047,5.4951,4.5,0.0128908,-0.00345401,1.71115e-07,4,-131961,22234.2,14.4052,12.3182
23.5041,5.49539,4.5,0.0112801,-0.00303911,2.08614e-07,4,-124369,14784.4,4.19912,-0.0209275
24.5035,5.49561,4.5,0.00958723,-0.00269451,4.40648e-07,4,-117480,8532.22,13.4552,-1.93626
25.5029,5.49577,4.5,0.0078554,-0.00242381,7.75504e-07,4,-113764,4710.56,14.3755,18.3217
26.5022,5.49588,4.5,0.00610973,-0.00222212,8.97923e-07,4,-111998,2068.86,15.1802,18.8243
27.5016,5.49596,4.5,0.00436083,-0.00208778,6.12319e-07,4,-111009,722.938,6.09146,6.65462
28.5009,5.49601,4.5,0.00261408,-0.00201007,8.57985e-08,4,-110201,195.977,10.8933,-3.91181
29.5003,5.49603,4.5,0.000870911,-0.0019757,-2.45598e-07,4,-109989,40.3503,3.47226,-9.38965
0.500476,6.47976,4.5,0.000738036,-0.0427963,-1.13318e-06,4,-320085,1165.79,-11.7729,12.264
1.50143,6.47984,4.5,0.00232164,-0.0423249,-1.49112e-06,4,-320711,4427.24,-11.9906,25.9866
2.50239,6.48002,4.5,0.00424667,-0.0411988,-7.51178e-07,4,-315722,9357.46,8.7408,-18.1624
3.50332,6.48031,4.5,0.00669683,-0.0391817,1.62036e-07,4,-310841,14336.5,4.75773,-32.8481
4.5042,6.48071,4.5,0.00967177,-0.0361906,4.67479e-07,4,-307473,17990.3,-5.9245,-21.979
5.50499,6.48122,4.5,0.0129212,-0.0324489,-7.3021e-08,4,-305366,20992.4,6.94299,-12.6792
6.50565,6.4818,4.5,0.0159948,-0.0284748,-1.04731e-07,4,-303765,23297.3,15.182,-18.9387
7.50617,6.48244,4.5,0.0184685,-0.0248305,6.96346e-07,4,-302885,24438.7,-5.52773,-14.4234
8.50657,6.48313,4.5,0.0201949,-0.021762,8.74244e-07,4,-298459,27007.5,-7.89135,-14.4423
9.50689,6.48388,4.5,0.0213096,-0.0191467,7.65685e-07,4,-283237,30966.9,19.0612,-4.12566
10.5072,6.48474,4.5,0.0219579,-0.016866,4.28861e-07,4,-271983,31951.7,-8.38132,11.2064
11.5074,6.4857,4.5,0.0221911,-0.0149357,9.46475e-08,4,-264636,32582.7,-0.126418,9.74924
12.5076,6.48674,4.5,0.0221103,-0.0132748,-3.01374e-08,4,-249468,34030.1,-1.5779,3.04418
13.5077,6.4878,4.5,0.0218217,-0.0117574,-5.64156e-09,4,-234831,36037.3,-2.97186,3.24132
14.5077,6.48884,4.5,0.0213518,-0.0103842,-1.69839e-08,4,-223809,36451.1,-5.97804,1.10657
15.5075,6.48981,4.5,0.0207175,-0.00917796,-5.50924e-08,4,-208066,36647.5,-8.67284,0.318776
16.5073,6.49072,4.5,0.0199506,-0.00811048,-8.47926e-08,4,-190040,37166.4,-5.49936,-0.778903
17.507,6.49156,4.5,0.019068,-0.0071508,-1.12085e-07,5,-170737,36406.9,-6.86355,-4.86997
18.5066,6.49235,4.5,0.0180763,-0.00628094,-1.64926e-07,4,-154574,35794.5,-9.73908,-8.31308
19.5061,6.49308,4.5,0.0169805,-0.00549612,-1.84842e-07,4,-141534,35863.1,-18.4784,-11.2993
20.5056,6.49372,4.5,0.0157637,-0.00477508,-4.52976e-08,4,-125570,34701.3,1.86053,6.82187
21.505,6.49425,4.5,0.0143814,-0.00407547,1.73334e-07,4,-112505,25655.5,17.2558,16.9358
22.5045,6.49468,4.5,0.0128201,-0.00340514,2.58583e-07,4,-100283,15703.5,13.5159,16.3296
23.5039,6.49501,4.5,0.0111386,-0.00283059,2.47348e-07,4,-92390.4,7789.55,5.0798,5.34473
24.5033,6.49525,4.5,0.00941141,-0.00239376,2.67934e-07,4,-88910.7,3320.78,6.55692,-14.0557
25.5027,6.49543,4.5,0.00767882,-0.00208388,3.23067e-07,4,-86958.8,1384.43,12.141,-6.5856
26.5021,6.49555,4.5,0.0059586,-0.00187079,4.20341e-07,4,-86021.1,507.834,17.4717,34.7415
27.5015,6.49563,4.5,0.00425154,-0.00173297,4.10288e-07,4,-85680.9,-37.7241,6.2878,25.4459
28.5009,6.49568,4.5,0.00255032,-0.00165411,1.49758e-07,4,-85601.8,-217.533,1.08254,2.58244
29.5003,6.49571,4.5,0.000850111,-0.00161911,-1.40238e-07,4,-85503.9,-94.4447,-3.19482,-9.1531
0.50045,7.47731,4.5,0.000577232,-0.0461805,-2.53001e-07,4,-295873,529.358,20.0799,6.55189
1.50135,7.4774,4.5,0.00177858,-0.0458788,-4.89935e-07,4,-300258,2524.42,8.16548,29.0477
2.50223,7.4776,4.5,0.00317781,-0.0451211,-2.38644e-07,4,-297820,6773.62,7.65065,-6.28187
3.50308,7.47792,4.5,0.00499292,-0.0436317,1.58799e-07,4,-292053,12094.9,12.3895,-33.3985
4.50388,7.47838,4.5,0.00737845,-0.0411502,4.55578e-07,4,-287213,16674,-18.6494,-35.6948
5.5046,7.47898,4.5,0.0102831,-0.0376394,1.48965e-07,4,-284258,20272.5,0.358382,-38.7919
6.50523,7.47968,4.5,0.0133876,-0.0334319,2.44269e-07,4,-281199,23403.9,-0.389621,-39.2559
7.50573,7.48043,4.5,0.0162091,-0.0291407,1.00972e-06,4,-278904,25946.3,2.1157,-12.2544
8.50611,7.48121,4.5,0.0183774,-0.0253016,1.17309e-06,4,-274786,27806.2,-10.5135,4.81234
9.5064,7.48205,4.5,0.0198409,-0.0220509,9.3954e-07,4,-264288,31721.6,-4.68678,-5.24082
10.5066,7.48298,4.5,0.020753,-0.0192648,4.2457e-07,4,-248426,34639.8,-21.1771,-7.57659
11.5068,7.48401,4.5,0.0212146,-0.0168907,3.76483e-08,4,-239947,35908.3,-8.43438,7.71924
12.507,7.48515,4.5,0.0212976,-0.0149011,-6.30328e-08,4,-228753,38179.9,2.49621,4.66648
13.5071,7.48635,4.5,0.0211289,-0.013147,-4.1929e-08,4,-211873,40953,-2.28998,0.761526
14.5071,7.48756,4.5,0.0207749,-0.0115538,-1.97852e-08,4,-199478,42656,-5.40474,0.0425401
15.507,7.4887,4.5,0.0202513,-0.0101427,-2.81452e-08,4,-184229,43466.1,-7.33207,-1.57222
16.5068,7.48977,4.5,0.0195885,-0.00889033,-4.66977e-08,5,-165126,43328.1,-6.58579,-1.93779
17.5065,7.49078,4.5,0.0188092,-0.00776393,-7.43057e-08,4,-145223,43024.1,-7.23983,-1.83262
18.5062,7.49171,4.5,0.0179239,-0.00676,-1.1836e-07,4,-130208,42066.2,-8.93218,-1.95626
19.5057,7.49256,4.5,0.0169089,-0.00582554,-1.98788e-07,4,-113164,39852.9,-9.36235,26.182
20.5052,7.49332,4.5,0.0156877,-0.00483449,-1.65437e-07,4,-93075.6,28370,-6.99489,3.54929
21.5047,7.49393,4.5,0.0141921,-0.00379484,1.22772e-07,4,-77415.5,16305.1,3.40998,7.79616
22.5041,7.49441,4.5,0.0125062,-0.00289201,4.25155e-07,4,-66886.9,6717.43,9.69974,21.3384
23.5036,7.49476,4.5,0.0107844,-0.00223026,5.12664e-07,4,-63353.6,2508.81,20.8477,16.6597
24.503,7.49502,4.5,0.009087,-0.00177132,4.35653e-07,4,-62062.1,687.257,20.8857,-14.2419
25.5025,7.49521,4.5,0.00741563,-0.0014614,2.74854e-07,4,-61581.2,-102.417,6.67697,-18.2264
26.5019,7.49534,4.5,0.00576143,-0.00125565,2.12649e-07,4,-61137.4,-285.266,9.78669,3.5975
27.5014,7.49543,4.5,0.00411634,-0.00112165,2.79767e-07,4,-60947.2,-269.801,5.9095,15.178
28.5008,7.49548,4.5,0.00247194,-0.00104168,2.24213e-07,4,-61092.7,-267.754,-0.599058,2.17739
29.5003,7.4955,4.5,0.00082446,-0.00100528,2.28579e-08,4,-61210.1,-116.708,-3.05746,-12.1243
0.500415,8.47506,4.5,0.000467551,-0.0491282,2.764e-07,4,-272121,813.458,13.2822,2.55163
1.50124,8.47516,4.5,0.00141103,-0.0489045,1.012e-07,4,-276403,2019.22,11.5431,6.83903
2.50203,8.47539,4.5,0.00242962,-0.048369,-6.69772e-09,4,-279284,4444.32,0.806565,-18.1811
3.50279,8.47575,4.5,0.0037018,-0.0473058,-6.43312e-08,4,-274096,9502.56,3.61473,-33.2382
4.5035,8.47627,4.5,0.00545752,-0.0453956,1.85454e-07,4,-268100,14817.5,-8.46869,-30.4072
5.50415,8.47694,4.5,0.00782736,-0.0423854,1.16328e-07,4,-263380,18817.3,15.1072,-29.9049
6.50473,8.47772,4.5,0.0106965,-0.038324,2.12764e-07,4,-260508,22489.7,1.42027,-46.8491
7.50521,8.47856,4.5,0.01366,-0.0336715,8.38908e-07,4,-256156,25882.6,9.1448,-29.0834
8.50557,8.47945,4.5,0.0162175,-0.029113,9.96145e-07,4,-250959,28338.5,3.3647,-3.71217
9.50584,8.48038,4.5,0.0180947,-0.0251214,6.62823e-07,4,-242241,29730.6,11.0371,-12.8327
10.5061,8.48138,4.5,0.0193322,-0.0217475,1.47546e-07,4,-229078,33942.1,23.4147,-14.2216
11.5062,8.48249,4.5,0.0200648,-0.0188813,-8.34757e-08,4,-216406,37880.1,22.0358,1.54191
12.5064,8.4837,4.5,0.0203707,-0.0164877,-1.19124e-07,4,-207435,41057.5,15.2644,7.77129
13.5065,8.48503,4.5,0.0203526,-0.0144532,-8.53149e-08,4,-191172,45223.3,0.67611,0.20631
14.5065,8.48639,4.5,0.0201248,-0.0126337,-1.69833e-08,4,-175974,47821.9,-5.05232,3.23476
15.5064,8.48771,4.5,0.0197235,-0.0110074,-2.72097e-08,4,-160107,49108.9,-7.63444,-0.220528
16.5063,8.48896,4.5,0.0191791,-0.009568,-2.11237e-08,4,-140723,48611.6,-3.24118,-1.17164
17.506,8.49013,4.5,0.0185145,-0.00826912,3.3906e-08,5,-120095,48375.5,-0.268197,2.70029
18.5056,8.49121,4.5,0.017756,-0.00712367,2.92231e-08,4,-100662,42758.6,-2.50799,9.54813
19.5052,8.49221,4.5,0.0167986,-0.00585654,-1.14372e-07,5,-77404,32985.6,-1.72929,5.81922
20.5048,8.49308,4.5,0.0153749,-0.00431832,-1.36838e-07,5,-57444.9,18028.5,4.02971,-3.49077
21.5042,8.49377,4.5,0.0136203,-0.00295514,4.11384e-08,5,-41004.5,4330.56,-0.0833909,-7.53232
22.5037,8.49428,4.5,0.0118968,-0.00199717,1.35721e-07,4,-37764,709.993,2.78887,-2.59556
23.5033,8.49465,4.5,0.0102683,-0.00134729,1.48557e-07,4,-37354,-101.433,25.045,10.1951
24.5028,8.49492,4.5,0.008684,-0.000907513,1.66398e-07,4,-36840.1,-203.951,24.3925,11.5363
25.5023,8.49511,4.5,0.00711693,-0.000606822,1.16154e-07,4,-36754.8,-352.496,7.88366,-12.6285
26.5018,8.49524,4.5,0.00554802,-0.00040211,8.85981e-08,4,-36831.9,-415.512,-4.24332,-25.7075
27.5013,8.49533,4.5,0.00397093,-0.00026505,2.0099e-07,4,-36428.9,-270.823,-2.49608,-20.6681
28.5008,8.49539,4.5,0.00238685,-0.000180778,2.88274e-07,4,-36579.2,-153.501,2.11578,-10.239
29.5003,8.49542,4.5,0.00079659,-0.000141583,2.81277e-07,4,-36905.2,-73.2215,3.06097,-4.72627
0.500372,9.47302,4.5,0.00037735,-0.051714,2.7251e-07,4,-248722,556.884,-5.63921,-7.49939
1.5011,9.47314,4.5,0.00112685,-0.0515134,2.06938e-07,4,-252252,1696.43,-6.8025,-7.90492
2.50181,9.4734,4.5,0.00188732,-0.051081,-7.28442e-09,4,-257038,3322.74,5.91352,-14.2133
3.50247,9.47381,4.5,0.00276127,-0.0502915,-2.59137e-07,4,-256547,7045.21,9.55015,-17.4675
4.50308,9.47437,4.5,0.00396154,-0.0488755,-1.04368e-08,4,-249470,12371.3,-1.22283,-12.1546
5.50365,9.47509,4.5,0.00572297,-0.0464843,6.35708e-08,4,-243777,16928.7,6.75441,-8.9289
6.50416,9.47593,4.5,0.00813157,-0.0428888,-2.08762e-08,4,-239730,20592.6,7.04907,-19.9149
7.5046,9.47686,4.5,0.0109801,-0.0382474,3.4654e-07,4,-236321,24459.1,26.9574,-17.2176
8.50494,9.47784,4.5,0.0138134,-0.0332023,4.63991e-07,5,-228048,26971.7,1.71701,-6.61281
9.5052,9.47886,4.5,0.0162124,-0.0285117,1.90405e-07,5,-220211,29912,4.88141,-12.9842
10.5054,9.47995,4.5,0.0180742,-0.0245608,-1.74038e-08,5,-212511,34757.2,3.70849,-10.2559
11.5055,9.48113,4.5,0.0196138,-0.0213356,-5.23669e-08,5,-198112,40572.8,-1.67759,-1.28016
12.5056,9.48241,4.5,0.0211426,-0.0187762,-1.04808e-07,5,-185257,43788.7,0.000428858,0.513278
13.5057,9.48383,4.5,0.0229677,-0.0167659,-1.872e-08,5,-166212,44951.2,-0.803068,-0.616733
14.5058,9.48535,4.5,0.0251815,-0.0149625,3.29575e-08,5,-154482,47353.9,3.34933,-2.93573
15.5057,9.48686,4.5,0.027503,-0.0130935,-9.16316e-08,5,-131972,45839,-2.13193,-2.28393
16.5056,9.48828,4.5,0.0292512,-0.0109823,-6.69737e-08,5,-113935,45275.4,-0.340181,2.3378
17.5054,9.48962,4.5,0.0296683,-0.00869006,1.68956e-07,5,-89092.9,40737.5,-3.26281,2.6383
18.5051,9.49085,4.5,0.0278207,-0.00598175,6.32908e-07,5,-72323.6,37317,-1.32933,4.1503
19.5046,9.49203,4.5,0.0226912,-0.0025828,6.44234e-07,5,-43817.6,25541.5,-11.5844,7.32607
20.5041,9.49305,4.5,0.0165273,-0.00135313,3.07493e-07,5,-14104.7,4341.37,-2.105,-1.04066
21.5037,9.49376,4.5,0.0128838,-0.00158958,3.05796e-07,5,-10419.2,1757.02,9.19025,5.08976
22.5033,9.49428,4.5,0.0111741,-0.000881428,2.18132e-07,5,-10434.1,681.807,9.27631,-10.9419
23.5029,9.49466,4.5,0.00970454,-0.000293142,7.61891e-08,4,-12381.5,77.9302,1.2965,-9.83859
24.5025,9.49493,4.5,0.00826442,0.000137578,-4.80857e-08,4,-12300.6,-292.675,-3.69182,12.43
25.5021,9.49513,4.5,0.00680918,0.000448352,-8.40532e-08,4,-12109.2,-260.831,9.80212,10.4496
26.5016,9.49527,4.5,0.00532658,0.000671488,-2.01858e-08,4,-12432.7,-215.917,-9.85301,-9.69534
27.5012,9.49536,4.5,0.00381929,0.000822207,8.1145e-08,4,-12154.6,-165.712,-16.407,-7.46393
28.5007,9.49542,4.5,0.00229733,0.000914062,1.53554e-07,4,-12192.7,24.2861,-4.01902,1.14373
29.5002,9.49545,4.5,0.000766829,0.000957897,1.38969e-07,4,-12347.2,59.5082,-1.56854,5.87311
0.500612,0.498202,5.5,0.00313808,-0.00460938,-3.11299e-06,4,-429349,485.049,-2.42505,3.96953
1.50181,0.498225,5.5,0.00904831,-0.00425911,-4.94455e-07,4,-431588,2160.58,-39.8419,-0.528167
2.50292,0.498262,5.5,0.0139879,-0.00368449,9.35614e-07,4,-439020,4359.4,14.0678,10.1882
3.50394,0.498296,5.5,0.0177034,-0.00310934,1.29955e-06,4,-452521,5257.35,33.3258,6.65497
4.50488,0.498316,5.5,0.0203316,-0.00268392,8.40446e-07,4,-466102,3008.39,-23.0092,-12.8974
5.50578,0.498325,5.5,0.0222083,-0.0023953,4.89278e-07,4,-460895,1427.99,-12.5143,-9.47036
6.50665,0.498342,5.5,0.0235877,-0.00216462,-3.72253e-07,4,-451243,1943.86,-9.59173,-4.01753
7.50747,0.498376,5.5,0.0245626,-0.00196577,-4.654e-07,4,-444019,2063.94,-20.3527,-2.12508
8.50819,0.498436,5.5,0.0251812,-0.00179723,2.54903e-08,4,-436599,1784.6,-24.4404,7.93914
9.50878,0.49852,5.5,0.0254862,-0.00164157,3.57104e-08,4,-427353,1933.89,-7.55846,6.64842
10.5092,0.498621,5.5,0.0255007,-0.00148686,-2.31137e-08,4,-419493,2331.76,16.9147,-2.19743
11.5094,0.498726,5.5,0.0252454,-0.00133751,-7.12768e-08,4,-406368,2217.13,-1.73192,-1.7647
12.5095,0.498824,5.5,0.0247541,-0.001202,-6.49376e-08,4,-391629,2240.77,6.60312,-3.05333
13.5094,0.498905,5.5,0.0240558,-0.00108549,-4.11586e-08,4,-381395,2132.36,3.77802,-1.86579
14.5092,0.498974,5.5,0.0231801,-0.000986177,-8.1677e-09,4,-370880,2133.19,2.11238,-2.11312
15.509,0.499039,5.5,0.0221685,-0.000898391,1.03643e-07,4,-354765,2269.48,7.96613,0.0570918
16.5086,0.499102,5.5,0.0210613,-0.000820082,1.14402e-07,4,-335664,2322.16,-9.07642,2.22125
17.5082,0.499162,5.5,0.0198785,-0.000750518,3.23579e-08,4,-318954,2421.28,-1.16575,1.14236
18.5077,0.499219,5.5,0.0186244,-0.000688125,1.22086e-08,4,-304542,2514.43,-1.14626,-0.681147
19.5072,0.499272,5.5,0.017303,-0.000632607,2.95238e-08,4,-292293,2595.7,1.41377,-2.00585
20.5067,0.499319,5.5,0.0159172,-0.000583004,4.68634e-08,4,-281697,2657.22,-4.64841,-0.978031
21.506,0.49936,5.5,0.0144638,-0.000536769,2.74829e-08,4,-272449,2350.16,-4.49936,-2.23735
22.5054,0.499394,5.5,0.0129347,-0.0004934,3.75017e-08,4,-264392,1722.79,6.94404,-2.69054
23.5047,0.499423,5.5,0.0113327,-0.000455506,6.92449e-08,4,-257027,1195.05,3.05241,-0.898054
24.504,0.499445,5.5,0.00967205,-0.000424516,1.10098e-07,4,-250788,828.389,-1.07732,0.432683
25.5033,0.499462,5.5,0.00796697,-0.000400439,1.48232e-07,4,-245751,568.779,-2.48141,-0.136733
26.5026,0.499475,5.5,0.00622887,-0.000382757,9.77588e-08,4,-242031,464.211,-1.96331,-0.762359
27.5018,0.499484,5.5,0.00446631,-0.000370139,-5.04975e-08,4,-239325,363.186,1.75344,-0.0720634
28.5011,0.499489,5.5,0.00268656,-0.00036203,-2.27586e-07,4,-237518,240.339,0.231546,-0.281292
29.5004,0.499492,5.5,0.000896629,-0.000358182,-3.44724e-07,4,-236581,81.4391,0.0417107,-0.555745
0.500599,1.49469,5.5,0.00285493,-0.0134757,-2.68947e-06,4,-408452,1806.72,7.72077,-13.426
1.50177,1.49475,5.5,0.00831693,-0.0125369,-2.29536e-07,4,-412092,6413.39,-25.7001,-7.96409
2.50289,1.49485,5.5,0.0130981,-0.0109795,9.63564e-07,4,-417868,11243.8,2.16892,16.1396
