xc,yc,zc,ux,uy,uz,state,szz,sxy,sxz,syz
25.5023,8.49511,1.5,0.00711641,-0.000607517,-1.04156e-07,4,-36654.4,-353.828,-3.6148,-3.71173
26.5018,8.49524,1.5,0.00554909,-0.000403458,-1.09168e-07,4,-36893.5,-394.424,-18.4876,-7.1809
27.5013,8.49533,1.5,0.0039723,-0.000267252,1.17895e-07,4,-36484.4,-263.58,-28.3011,5.56143
28.5008,8.49539,1.5,0.00238775,-0.000184025,1.90799e-07,4,-36556.4,-150.498,-37.338,3.5016
29.5003,8.49542,1.5,0.00079691,-0.000145748,1.352e-07,4,-36886.9,-69.2752,-16.6097,-0.277585
0.500372,9.47302,1.5,0.000377798,-0.0517146,-3.50453e-07,4,-248721,558.017,6.40577,-1.00815
1.5011,9.47314,1.5,0.00112782,-0.0515135,-9.45762e-08,4,-252265,1661.84,10.1677,-15.9051
2.50181,9.4734,1.5,0.00188879,-0.0510805,2.07587e-07,4,-256962,3289.66,-1.45662,-3.83529
3.50247,9.47381,1.5,0.0027636,-0.0502905,3.44356e-07,4,-256614,7038.91,-1.33603,-0.272734
4.50308,9.47437,1.5,0.00396439,-0.048874,1.67689e-07,4,-249522,12354.9,-26.3659,-12.4162
5.50365,9.47509,1.5,0.00572605,-0.0464827,-1.28681e-07,4,-243842,16901,-5.48219,-2.85022
6.50416,9.47593,1.5,0.00813453,-0.0428881,-1.86596e-07,4,-239775,20591.1,-31.7824,8.13488
7.5046,9.47686,1.5,0.0109821,-0.0382486,2.28438e-07,4,-236404,24451.9,-23.0572,6.17322
8.50494,9.47784,1.5,0.0138147,-0.0332033,8.29504e-07,5,-227998,26993.4,-3.49597,9.23097
9.5052,9.47886,1.5,0.0162133,-0.0285111,8.41684e-07,5,-220242,29911.6,-1.74397,13.2117
10.5054,9.47995,1.5,0.0180746,-0.0245598,3.39405e-07,5,-212496,34752.9,-4.95623,13.1007
11.5055,9.48113,1.5,0.0196142,-0.0213348,4.92256e-08,5,-198113,40577.2,-0.76656,3.68779
12.5056,9.48241,1.5,0.0211429,-0.0187756,8.12351e-09,5,-185250,43788.7,1.31786,-0.0197832
13.5057,9.48383,1.5,0.0229675,-0.0167657,-4.39749e-08,5,-166214,44951.4,-1.13443,-1.389
14.5058,9.48535,1.5,0.0251806,-0.0149617,-7.2722e-08,5,-154485,47356.8,-0.397045,-4.51476
15.5057,9.48686,1.5,0.0275016,-0.013093,-2.35548e-07,5,-131960,45831.7,0.195134,-0.0455188
16.5056,9.48828,1.5,0.0292503,-0.0109825,-1.08332e-07,5,-113928,45270.5,3.53263,-1.1231
17.5054,9.48962,1.5,0.0296681,-0.00869024,1.19903e-07,5,-89112.5,40742.3,1.02962,1.26569
18.5051,9.49085,1.5,0.0278211,-0.00598183,4.86745e-08,5,-72277.2,37304.4,-3.6034,-1.06392
19.5046,9.49203,1.5,0.022692,-0.0025825,3.15108e-07,5,-43814.3,25540.1,-3.64845,-0.924469
20.5041,9.49305,1.5,0.0165276,-0.00135222,5.00093e-07,5,-14077,4337.04,-3.84318,1.86045
21.5037,9.49376,1.5,0.0128834,-0.00158752,3.87893e-07,5,-10422.4,1759.13,7.30043,0.823709
22.5033,9.49428,1.5,0.0111733,-0.00087911,2.43721e-07,5,-10455.5,659.862,1.61966,-16.1222
23.5029,9.49466,1.5,0.00970402,-0.000291922,5.36513e-08,4,-12319,80.4634,14.7557,-15.8954
24.5025,9.49493,1.5,0.0082644,0.000137202,-2.26124e-08,4,-12393.8,-288.699,14.3899,-3.30196
25.5021,9.49513,1.5,0.00680944,0.000446247,-1.36941e-07,4,-12064.4,-258.697,-10.9637,6.85979
26.5016,9.49527,1.5,0.00532771,0.000668859,-1.70099e-07,4,-12403.4,-186.492,-5.82038,4.47142
27.5012,9.49536,1.5,0.00382101,0.000819839,-3.1401e-08,4,-12218.4,-165.21,-28.7841,3.82811
28.5007,9.49542,1.5,0.00229881,0.000911384,7.68791e-08,4,-12162.6,9.77491,-36.9088,3.56982
29.5002,9.49545,1.5,0.00076745,0.000954792,1.94344e-07,4,-12345.5,53.6619,-16.0144,-11.7176
0.500612,0.498202,2.5,0.00314246,-0.00460993,5.92636e-07,4,-429392,483.769,15.4059,-11.4334
1.50181,0.498225,2.5,0.00906116,-0.00425968,-1.60384e-06,4,-431584,2164.66,12.0079,-4.59247
2.50292,0.498262,2.5,0.0140053,-0.00368524,-1.26905e-06,4,-438857,4328.19,26.5159,-3.42167
3.50394,0.498296,2.5,0.0177191,-0.00310975,-1.54783e-06,4,-452409,5232.13,8.14275,2.17096
4.50488,0.498316,2.5,0.0203423,-0.00268382,-1.58151e-06,4,-466470,3003.59,-16.0094,-14.9619
5.50578,0.498325,2.5,0.0222148,-0.00239515,-8.16428e-07,4,-460888,1419.42,15.1847,-22.117
6.50665,0.498342,2.5,0.0235927,-0.00216484,-5.52122e-07,4,-451361,1956.98,18.266,-14.9418
7.50747,0.498376,2.5,0.0245677,-0.00196582,-2.43294e-07,4,-444148,2091.02,-5.10253,-11.3172
8.50819,0.498436,2.5,0.0251852,-0.0017969,2.31903e-07,4,-436867,1775.45,3.14382,-5.20068
9.50878,0.49852,2.5,0.0254884,-0.00164093,1.71858e-07,4,-427346,1931.62,6.93769,-6.88243
10.5092,0.498621,2.5,0.0255011,-0.00148613,-7.54982e-08,4,-419880,2310.62,-2.72305,3.60321
11.5094,0.498726,2.5,0.0252449,-0.00133704,-1.5602e-07,4,-406130,2197.5,-13.1636,0.354856
12.5095,0.498824,2.5,0.0247534,-0.00120172,-1.35534e-07,4,-391793,2276.31,-2.08704,-5.45806
13.5094,0.498905,2.5,0.0240552,-0.00108562,-1.19997e-07,4,-381155,2136.77,4.91242,-1.85278
14.5092,0.498974,2.5,0.0231802,-0.000986413,-1.29211e-07,4,-370956,2138.24,5.75638,1.38824
15.509,0.499039,2.5,0.0221686,-0.000898477,-1.80305e-07,4,-354714,2252.8,1.6802,2.86362
16.5086,0.499102,2.5,0.0210614,-0.000820163,-2.42488e-07,4,-335639,2330.05,-1.63099,2.93421
17.5082,0.499162,2.5,0.0198786,-0.000750514,-3.02958e-07,4,-318953,2420.11,-7.63247,1.64348
18.5077,0.499219,2.5,0.0186246,-0.000688121,-3.30015e-07,4,-304539,2512.7,-3.43944,1.73775
19.5072,0.499272,2.5,0.0173033,-0.000632653,-2.91294e-07,4,-292269,2592.77,-5.74307,-0.000282738
20.5067,0.499319,2.5,0.0159176,-0.000583111,-2.21434e-07,4,-281682,2654.14,-6.45685,-0.833425
21.506,0.49936,2.5,0.0144642,-0.000536766,1.78539e-08,4,-272476,2358.18,7.73128,0.597392
22.5054,0.499394,2.5,0.0129349,-0.000493305,3.94513e-07,4,-264408,1720.71,6.16614,0.413418
23.5047,0.499423,2.5,0.0113326,-0.000455439,6.66684e-07,4,-257039,1200.79,13.0927,-1.19373
24.504,0.499445,2.5,0.00967156,-0.000424455,7.20703e-07,4,-250783,830.143,15.266,0.0622749
25.5033,0.499462,2.5,0.00796608,-0.000400419,4.84589e-07,4,-245748,571.8,8.47419,2.01559
26.5026,0.499475,2.5,0.00622769,-0.000382754,-3.51321e-09,4,-242029,467.429,5.06249,2.30961
27.5018,0.499484,2.5,0.00446503,-0.000370116,-5.41121e-07,4,-239322,361.243,0.31095,0.391226
28.5011,0.499489,2.5,0.00268552,-0.000361979,-9.47277e-07,4,-237502,235.735,-2.34619,-1.25432
29.5004,0.499492,2.5,0.00089623,-0.000358121,-1.1701e-06,4,-236563,81.4887,-1.09765,-1.80708
0.500599,1.49469,2.5,0.00285997,-0.013478,-4.95655e-07,4,-408387,1795.28,4.92627,-20.789
1.50177,1.49475,2.5,0.00832978,-0.0125381,-1.88108e-06,4,-412131,6390.4,27.3421,-7.80758
2.50289,1.49485,2.5,0.0131137,-0.0109807,-1.26597e-06,4,-417698,11212.2,1.77398,-9.95703
3.50392,1.49495,2.5,0.0169463,-0.00934404,-1.34971e-06,4,-425008,12919.8,-20.616,-5.95082
4.50488,1.49502,2.5,0.0197835,-0.00804466,-1.56007e-06,4,-435571,9237.74,-7.4117,-19.4308
5.50577,1.49506,2.5,0.0218011,-0.00713742,-7.9799e-07,4,-437594,5371.88,-6.90895,-48.3376
6.50662,1.49511,2.5,0.0232592,-0.00644063,-5.39193e-07,4,-427724,5683.95,21.4973,-11.4139
7.50741,1.49522,2.5,0.024304,-0.00583636,-3.19116e-07,4,-418766,6676.76,38.9185,2.31014
8.5081,1.4954,2.5,0.0249679,-0.00531056,2.48785e-07,4,-412295,6220.02,-8.5915,-10.9386
9.50866,1.49565,2.5,0.0252879,-0.00483499,2.13662e-07,4,-403571,5962.52,-9.75149,-11.0736
10.5091,1.49594,2.5,0.0253104,-0.00437445,1.06118e-08,4,-395271,6499.5,-2.10353,1.01181
11.5093,1.49624,2.5,0.0250723,-0.00393229,-8.33827e-08,4,-381816,6748.62,3.92857,-1.26328
12.5094,1.49653,2.5,0.0246078,-0.00352938,-6.87208e-08,4,-367313,7046.72,3.39957,-7.8896
13.5093,1.49678,2.5,0.0239376,-0.00317967,-5.93959e-08,4,-356535,6948.06,-0.663342,-3.45953
14.5092,1.49699,2.5,0.023084,-0.00288102,-8.91859e-08,4,-346752,6974.59,-0.977311,4.96154
15.5089,1.49718,2.5,0.0220914,-0.00261878,-1.57632e-07,4,-330023,7103.8,-3.85925,7.62937
16.5086,1.49737,2.5,0.0210036,-0.00238448,-1.79504e-07,4,-311230,7197.86,2.47616,6.99717
17.5082,1.49755,2.5,0.0198379,-0.00217483,-1.49228e-07,4,-294549,7405.23,-1.88189,7.43061
18.5077,1.49773,2.5,0.0185993,-0.0019871,-1.53507e-07,4,-280125,7611.85,-6.54582,3.7785
19.5072,1.49788,2.5,0.0172915,-0.00181953,-1.75868e-07,4,-267690,7767.78,-9.31597,-0.677885
20.5066,1.49803,2.5,0.0159121,-0.00166765,-1.18427e-07,4,-256760,7391.32,-4.74438,0.0661899
21.506,1.49815,2.5,0.0144544,-0.0015261,1.0548e-07,4,-247215,6239.8,0.432124,1.50339
22.5053,1.49825,2.5,0.0129185,-0.00139585,4.41356e-07,4,-238844,4972.22,6.2225,-0.209671
23.5047,1.49834,2.5,0.0113142,-0.00128404,7.34463e-07,4,-231594,3843.7,14.1777,0.811515
24.504,1.4984,2.5,0.00965435,-0.00119505,8.07533e-07,4,-225661,2977.65,12.8471,3.3457
25.5033,1.49846,2.5,0.00795197,-0.00112744,5.57427e-07,4,-220875,2310.01,7.52207,2.68585
26.5025,1.49849,2.5,0.00621743,-0.00107739,5.52392e-08,4,-217251,1805.17,4.77456,2.17937
27.5018,1.49852,2.5,0.00445851,-0.00104114,-4.93964e-07,4,-214554,1364.47,-0.314113,2.20117
28.5011,1.49853,2.5,0.00268217,-0.00101726,-9.23817e-07,4,-212660,867.769,-2.77211,-0.157562
29.5004,1.49854,2.5,0.000895247,-0.00100555,-1.16785e-06,4,-211657,299.413,-1.19536,-2.91226
0.500577,2.49135,2.5,0.00238735,-0.0214638,-1.22865e-06,4,-391103,3365.99,7.05629,-14.1579
1.50172,2.49144,2.5,0.00708737,-0.0202154,-1.88608e-06,4,-394490,9702.61,7.50801,-6.78203
2.50282,2.49158,2.5,0.0115294,-0.018075,-1.27445e-06,4,-396966,14619.4,0.55125,-3.08055
3.50387,2.49173,2.5,0.0154601,-0.0156394,-1.09737e-06,4,-399011,16585.2,-3.83736,-7.51857
4.50485,2.49185,2.5,0.0186324,-0.0134782,-1.41463e-06,4,-402839,14773.4,-4.80106,4.56159
5.50575,2.49195,2.5,0.0209608,-0.0118524,-8.58259e-07,4,-411057,10597,-3.48842,-6.79591
6.50656,2.49206,2.5,0.0226016,-0.0106379,-3.53155e-07,4,-405785,9525.12,-16.1651,-14.6015
7.50729,2.49225,2.5,0.0237664,-0.00960497,-6.67966e-08,4,-394261,11075.6,-6.81201,-19.4171
8.50792,2.49255,2.5,0.0245231,-0.00867973,4.25207e-07,4,-386912,11430.7,2.27081,-15.1253
9.50843,2.49294,2.5,0.0248929,-0.00785857,3.95917e-07,4,-380202,10630.8,1.96862,-8.58533
10.5088,2.49341,2.5,0.0249434,-0.00709991,1.55998e-07,4,-370537,11245.3,-2.76263,-12.9902
11.5091,2.49389,2.5,0.0247431,-0.0063807,2.82784e-08,4,-357990,11600.1,0.976449,-7.01404
12.5092,2.49435,2.5,0.0243286,-0.00571781,3.79272e-09,4,-343187,12225.5,2.06138,-2.09696
13.5092,2.49477,2.5,0.023711,-0.00513048,-1.71622e-09,4,-331651,12433.1,-4.11182,-8.52682
14.509,2.49513,2.5,0.022901,-0.00462652,-4.03221e-08,4,-322610,12444.8,-7.30072,-5.95955
15.5088,2.49546,2.5,0.0219447,-0.00418955,-5.25319e-08,4,-305340,12395.8,3.09099,-1.06298
16.5084,2.49578,2.5,0.0208915,-0.00379971,-2.7696e-08,4,-286868,12501.8,-0.171291,4.17006
17.508,2.49608,2.5,0.0197578,-0.00344871,3.67907e-09,4,-270221,12718.8,-1.40011,8.54904
18.5076,2.49637,2.5,0.0185481,-0.00313368,-1.83213e-08,4,-255653,12919.5,-11.3217,-0.569878
19.5071,2.49664,2.5,0.0172615,-0.00284932,-9.79376e-08,4,-242678,12683.3,-10.3426,-3.15875
20.5065,2.49687,2.5,0.0158892,-0.00258764,-3.25825e-08,4,-231126,11255.7,-2.32562,-1.24412
21.5059,2.49708,2.5,0.0144284,-0.00234724,1.92293e-07,4,-221180,9802.78,-1.887,-2.46025
22.5053,2.49725,2.5,0.0128907,-0.00213537,5.05218e-07,4,-212998,8421.07,6.39539,-3.04569
23.5046,2.49739,2.5,0.0112904,-0.00195826,8.32421e-07,4,-206102,7262.56,12.4398,-1.46653
24.5039,2.4975,2.5,0.00963697,-0.00181747,9.43632e-07,4,-200181,6025.35,11.1294,-0.046985
25.5032,2.49758,2.5,0.00793948,-0.00171077,7.04789e-07,4,-195469,4744.59,10.8971,3.20445
26.5025,2.49764,2.5,0.00620813,-0.00163145,2.03474e-07,4,-191977,3678.6,4.24975,5.28632
27.5018,2.49769,2.5,0.00445161,-0.00157313,-3.77229e-07,4,-189266,2664.46,-2.61438,1.81658
28.5011,2.49771,2.5,0.00267761,-0.00153391,-8.70888e-07,4,-187315,1587.27,-1.66431,-0.122279
29.5004,2.49773,2.5,0.000893592,-0.00151427,-1.15198e-06,4,-186286,521.58,-0.385276,-0.743187
0.50055,3.48818,2.5,0.00185578,-0.0283346,-1.28585e-06,4,-376405,4178.87,-5.89872,-26.4598
1.50165,3.48828,2.5,0.00564358,-0.0270887,-1.71162e-06,4,-376054,11065.2,-1.57854,-4.74633
2.50274,3.48845,2.5,0.00955849,-0.024819,-1.22295e-06,4,-375878,15166.9,-12.4777,4.2427
3.5038,3.48864,2.5,0.013425,-0.0219703,-8.11448e-07,4,-374653,17297.3,20.9295,-1.74059
4.50479,3.48883,2.5,0.0168936,-0.019106,-1.18819e-06,4,-375355,17872.5,6.31037,2.46108
5.50568,3.48901,2.5,0.0196446,-0.0166883,-9.90509e-07,4,-379244,16105.4,6.221,-4.45368
6.50644,3.48921,2.5,0.021601,-0.0148307,-1.86319e-07,4,-384261,13927.8,0.0381108,-17.7006
7.5071,3.48949,2.5,0.0229425,-0.0133136,4.47322e-07,4,-371935,15005.7,0.109563,-22.8664
8.50766,3.4899,2.5,0.0238342,-0.0119504,7.87428e-07,4,-360981,16864.4,-31.9482,-34.4422
9.50811,3.49042,2.5,0.0243101,-0.0107416,5.88291e-07,4,-355857,16430.6,-7.44842,-29.9955
10.5085,3.49102,2.5,0.0244274,-0.00967804,2.22155e-07,4,-346734,16260.1,-5.41545,-27.6705
11.5087,3.49165,2.5,0.0242817,-0.00869779,8.61153e-08,4,-334439,17089,-9.27479,-16.4728
12.5089,3.49228,2.5,0.0239291,-0.00778311,3.75008e-08,4,-318972,17639.8,-2.5606,-4.37465
13.5089,3.49286,2.5,0.0233794,-0.00695628,2.02747e-08,4,-307230,17962.4,-2.01387,-6.10895
14.5088,3.49339,2.5,0.0226346,-0.00623758,1.14744e-08,4,-298060,18135,-4.30554,-10.4495
15.5086,3.49387,2.5,0.0217345,-0.0056196,4.58192e-08,4,-280878,17987.7,3.40189,-10.172
16.5083,3.49432,2.5,0.0207297,-0.00507242,2.50896e-08,4,-262571,18234,-9.23335,-4.94928
17.5079,3.49475,2.5,0.0196403,-0.00457788,-1.53415e-10,4,-245883,18436.6,-0.270501,-0.135384
18.5074,3.49515,2.5,0.0184688,-0.00413092,-8.17603e-09,4,-230787,18502.1,-10.0609,-1.80369
19.5069,3.49553,2.5,0.0172065,-0.00372193,-7.96245e-08,4,-216979,17076.4,-10.918,-1.15077
20.5064,3.49586,2.5,0.0158462,-0.00334561,-2.53129e-08,4,-205029,15819.6,-4.64891,-2.3401
21.5058,3.49615,2.5,0.0143949,-0.00301016,2.03825e-07,4,-195229,14362.1,-0.52704,-2.49077
22.5051,3.49639,2.5,0.0128677,-0.00272593,5.74194e-07,4,-187222,12671.7,8.26371,3.53892
23.5045,3.49658,2.5,0.0112781,-0.0024906,9.6882e-07,4,-180317,11349.5,12.6498,7.27803
24.5038,3.49673,2.5,0.00963428,-0.00229888,1.13348e-06,4,-174022,9862.96,15.8139,4.19541
25.5031,3.49685,2.5,0.00794108,-0.00215169,9.78805e-07,4,-169342,7797.09,16.7381,9.49496
26.5024,3.49693,2.5,0.00620681,-0.00204269,5.24202e-07,4,-165984,5768.06,5.5354,14.7883
27.5017,3.49698,2.5,0.00444573,-0.00196252,-1.76538e-07,4,-163265,3727.5,-6.61971,3.85637
28.501,3.49702,2.5,0.00267102,-0.0019091,-8.30794e-07,4,-161443,1989.61,-4.49325,-3.87172
29.5003,3.49704,2.5,0.0008908,-0.00188257,-1.11514e-06,4,-160550,609.571,5.0137,6.36745
0.500524,4.48519,2.5,0.00137121,-0.0340781,-1.07358e-06,4,-360960,3538.46,-11.5129,-18.3269
1.50158,4.48529,2.5,0.00426889,-0.0330473,-1.69936e-06,4,-357726,9812.32,3.02937,-18.2495
2.50264,4.48547,2.5,0.00752853,-0.0310148,-1.50123e-06,4,-354279,14123.8,6.43112,-11.2297
3.50368,4.48569,2.5,0.0111027,-0.0281646,-6.06602e-07,4,-352284,16838,-18.7951,-3.84318
4.50466,4.48595,2.5,0.0146762,-0.0249052,-7.22597e-07,4,-351094,18807.4,10.6264,15.607
5.50553,4.48624,2.5,0.0178124,-0.0217655,-9.57632e-07,4,-351747,19555.7,5.1057,7.87396
6.50626,4.48656,2.5,0.0201941,-0.0191337,-5.81697e-08,4,-355152,18643.3,-12.8224,-21.9474
7.50685,4.48695,2.5,0.0218159,-0.0170147,1.08286e-06,4,-353574,19255.2,6.38268,-18.7784
8.50734,4.48746,2.5,0.02289,-0.0151805,1.32019e-06,4,-336875,21195.4,31.1404,-17.8892
9.50774,4.48807,2.5,0.0235333,-0.0135437,7.74309e-07,4,-329864,22613,11.2711,-21.1033
10.5081,4.48877,2.5,0.0237725,-0.0121332,2.15018e-07,4,-323676,21968.9,-14.0223,-20.586
11.5084,4.48953,2.5,0.0237028,-0.0108864,3.43382e-08,4,-310607,22274.4,-7.77828,-19.5058
12.5085,4.49031,2.5,0.0234197,-0.00972948,2.38825e-08,4,-295032,23133.5,-6.58736,-8.20118
13.5086,4.49106,2.5,0.0229482,-0.00866705,1.36198e-08,4,-283013,23831.8,-3.51706,-0.758325
14.5085,4.49176,2.5,0.0222853,-0.00772984,2.1142e-08,4,-273310,23922.2,-3.19277,-2.43828
15.5083,4.4924,2.5,0.021461,-0.00692106,1.17873e-08,4,-256579,23822.6,-6.53909,-5.78749
16.508,4.49299,2.5,0.0205202,-0.00620938,-3.07865e-08,4,-238280,24204.7,-5.67794,-5.20519
17.5076,4.49355,2.5,0.0194864,-0.00556764,-3.41664e-08,4,-221303,24602.6,-0.948109,-3.00791
18.5072,4.49408,2.5,0.0183602,-0.00498181,-3.35988e-08,4,-205192,23670.8,-8.5839,0.382598
19.5067,4.49456,2.5,0.0171307,-0.00444278,-8.23008e-08,4,-191104,22557.1,-11.992,2.4531
20.5062,4.495,2.5,0.0157987,-0.00395596,-7.4076e-08,4,-179475,21281.6,-8.45289,-1.28087
21.5056,4.49537,2.5,0.0143781,-0.00353229,1.37455e-07,4,-169179,20359.3,0.475302,-4.1653
22.505,4.49567,2.5,0.0128746,-0.00317592,6.02038e-07,4,-160840,18671,9.90769,0.765863
23.5043,4.49591,2.5,0.0112884,-0.00287853,1.08006e-06,4,-153878,16159,15.1566,5.44531
24.5037,4.4961,2.5,0.0096349,-0.00262879,1.22852e-06,4,-146158,12318.7,23.2947,-14.608
25.503,4.49624,2.5,0.00793112,-0.00242519,1.09772e-06,4,-142067,8157.38,33.5016,1.52608
26.5023,4.49634,2.5,0.00618828,-0.00226908,7.98233e-07,4,-139155,4873.89,22.3119,4.91598
27.5017,4.49641,2.5,0.0044237,-0.00215967,2.22655e-07,4,-136861,2690.76,3.19984,0.642026
28.501,4.49645,2.5,0.00265346,-0.00209189,-4.24553e-07,4,-135484,1264.93,-6.31379,-10.3088
29.5003,4.49647,2.5,0.000884187,-0.00206009,-7.91009e-07,4,-134934,358.507,-3.41835,-8.5751
0.5005,5.48239,2.5,0.000992396,-0.0388293,-5.72568e-07,4,-342413,2047.03,-3.4479,-23.7007
1.50151,5.48248,2.5,0.00313844,-0.0380942,-1.7529e-06,4,-339183,7041.57,-9.18706,-32.5595
2.50252,5.48265,2.5,0.00570818,-0.0365009,-1.77633e-06,4,-334524,12094.8,-13.6612,-11.873
3.50352,5.48291,2.5,0.00878312,-0.0339782,-2.31128e-07,4,-330693,15856.7,-18.8829,12.8134
4.50447,5.48324,2.5,0.0121869,-0.0306898,-2.44561e-08,4,-329051,18752,8.3814,36.6552
5.50531,5.48364,2.5,0.0155162,-0.0270738,-4.25266e-07,4,-327459,20870.1,12.1098,34.5941
6.506,5.48409,2.5,0.0183172,-0.0236707,3.44851e-07,4,-328028,21722,5.87703,0.34779
7.50654,5.48461,2.5,0.0203433,-0.0208086,1.57327e-06,4,-329151,22242.2,-9.19752,-16.0612
8.50697,5.4852,2.5,0.0216855,-0.0184238,1.81292e-06,4,-318215,25317.9,-12.3366,-15.6436
9.50734,5.48589,2.5,0.0225377,-0.0163285,1.10601e-06,4,-304311,27236.6,34.8814,1.2089
10.5077,5.48668,2.5,0.0229588,-0.0145074,3.13269e-07,4,-298830,27625.6,6.5876,-1.52633
11.5079,5.48754,2.5,0.0230105,-0.0129542,-2.37723e-08,4,-287186,27652,-3.66127,-12.3796
12.5081,5.48846,2.5,0.0228133,-0.0115585,-7.94091e-09,4,-271833,29121.4,-6.13173,-10.3222
13.5082,5.48937,2.5,0.0224277,-0.0102666,-3.54284e-09,4,-258732,29970.5,-5.62211,-5.25109
14.5081,5.49024,2.5,0.0218567,-0.00911183,-1.13975e-08,4,-248782,30059.8,-5.50541,-1.53867
15.508,5.49104,2.5,0.0211217,-0.00810532,-4.89035e-08,4,-232122,29907.5,-9.16247,0.162234
16.5077,5.49179,2.5,0.0202613,-0.00721904,-6.60272e-08,4,-214199,30462.8,-3.30294,-1.91971
17.5073,5.49249,2.5,0.0192954,-0.00642267,-4.15055e-08,4,-196165,30571,-3.4641,-2.48053
18.5069,5.49315,2.5,0.018226,-0.00569388,-5.16458e-08,4,-179728,29484,-8.6916,0.820525
19.5064,5.49375,2.5,0.0170505,-0.00502751,-9.58974e-08,4,-165736,29049,-12.8711,3.94124
20.5059,5.49428,2.5,0.0157729,-0.00443608,-1.37057e-07,4,-153834,28339.9,-12.8217,-4.80084
21.5053,5.49473,2.5,0.0143893,-0.00391903,-3.27068e-08,4,-142949,26887.7,-5.64178,-15.0634
22.5047,5.4951,2.5,0.0128911,-0.00345391,2.65862e-07,4,-131949,22214.6,1.74551,20.7598
23.5041,5.49539,2.5,0.0112803,-0.00303864,5.32064e-07,4,-124406,14772.9,9.72115,12.9135
24.5035,5.49561,2.5,0.00958704,-0.00269392,5.88001e-07,4,-117464,8529.05,27.2967,-9.40241
25.5029,5.49577,2.5,0.0078547,-0.00242308,5.306e-07,4,-113739,4714.64,42.6041,-10.7962
26.5022,5.49588,2.5,0.00610827,-0.0022216,4.40439e-07,4,-112025,2056.29,39.0414,3.90252
27.5016,5.49596,2.5,0.00435901,-0.00208797,2.45626e-07,4,-111019,712.15,28.4554,6.35208
28.5009,5.49601,2.5,0.00261282,-0.00201076,-1.012e-07,4,-110214,194.927,2.5425,-3.131
29.5003,5.49603,2.5,0.00087052,-0.00197659,-4.31647e-07,4,-110000,42.6513,-5.59526,-14.4367
0.500476,6.47976,2.5,0.000737329,-0.0427946,-9.95819e-08,4,-320123,1183.34,-6.12776,-21.7457
1.50143,6.47984,2.5,0.0023213,-0.0423233,-1.55417e-06,4,-320714,4460.22,-3.43893,7.74431
2.50239,6.48002,2.5,0.00424879,-0.0411978,-1.45321e-06,4,-315810,9364.55,-6.92387,1.86651
3.50332,6.48031,2.5,0.00670156,-0.0391814,1.38185e-07,4,-310920,14330.2,-14.5094,-4.84085
4.5042,6.48071,2.5,0.00967839,-0.0361903,1.10596e-07,4,-307486,17990.7,-3.41626,12.7685
5.50499,6.48122,2.5,0.0129278,-0.0324485,-7.53449e-08,4,-305430,20995.2,1.09675,17.6944
6.50565,6.4818,2.5,0.0159998,-0.0284741,7.27958e-07,4,-303739,23304.6,2.96002,4.13284
7.50617,6.48244,2.5,0.0184719,-0.0248292,1.68848e-06,4,-302944,24460.6,-0.541442,-6.53926
8.50657,6.48313,2.5,0.0201971,-0.0217602,1.87604e-06,4,-298364,27003.1,5.97058,-15.1903
9.50689,6.48388,2.5,0.0213109,-0.0191451,1.31312e-06,4,-283245,30971.3,-7.18443,-11.4519
10.5072,6.48474,2.5,0.0219584,-0.0168655,4.77193e-07,4,-272079,31965.5,18.6266,7.33858
11.5074,6.4857,2.5,0.0221913,-0.0149358,-3.58401e-08,4,-264606,32590.5,8.75658,-8.82785
12.5076,6.48674,2.5,0.0221105,-0.0132748,-5.13414e-08,4,-249485,34035.3,-1.9587,-13.1975
13.5077,6.4878,2.5,0.0218219,-0.0117573,-2.04623e-08,4,-234836,36044.9,-6.35073,-6.66958
14.5077,6.48884,2.5,0.021352,-0.0103841,-3.48625e-08,4,-223815,36452.8,-6.3641,-3.5213
15.5075,6.48981,2.5,0.0207176,-0.00917789,-6.63194e-08,4,-208065,36652.4,-8.41349,-2.60185
16.5073,6.49072,2.5,0.0199508,-0.00811039,-9.52443e-08,4,-190033,37169.6,-8.73758,-3.71224
17.507,6.49156,2.5,0.0190683,-0.0071507,-1.00913e-07,4,-170727,36416.7,-6.91183,-5.67833
18.5066,6.49235,2.5,0.0180767,-0.00628082,-1.20268e-07,4,-154563,35807.6,-11.6689,-5.73057
19.5061,6.49308,2.5,0.0169811,-0.0054962,-1.50435e-07,4,-141522,35877,-15.9846,-3.84712
20.5056,6.49372,2.5,0.0157643,-0.00477529,-6.35708e-08,4,-125594,34685.6,-3.7823,5.63704
21.505,6.49425,2.5,0.0143817,-0.00407556,1.66568e-07,4,-112531,25628.2,5.62167,30.1435
22.5045,6.49468,2.5,0.01282,-0.00340487,3.53921e-07,4,-100302,15695.7,4.73804,20.0367
23.5039,6.49501,2.5,0.0111383,-0.00282988,4.23896e-07,4,-92402.1,7754.89,8.95916,20.0952
24.5033,6.49525,2.5,0.00941089,-0.00239287,4.05047e-07,4,-88928.5,3313.95,6.60313,4.71796
25.5027,6.49543,2.5,0.00767794,-0.00208298,3.81295e-07,4,-86963.7,1386.18,22.1923,-9.44098
26.5021,6.49555,2.5,0.00595747,-0.00187055,3.79864e-07,4,-86020.7,505.177,26.824,-0.775605
