xc,yc,zc,ux,uy,uz,state,szz,sxy
0.500612,0.498202,0.5,0.000611615,-0.00179815,2.76699e-09,4,-432319,289.023
1.50181,0.498225,0.5,0.00180506,-0.00177491,3.8434e-10,5,-434657,832.041
2.50292,0.498262,0.5,0.0029209,-0.00173828,-2.02614e-09,5,-438732,1091.62
3.50394,0.498296,0.5,0.0039412,-0.0017039,-1.57226e-09,5,-443633,1058.13
4.50488,0.498316,0.5,0.00488112,-0.00168396,1.25953e-10,4,-448144,606.893
5.50578,0.498325,0.5,0.00577813,-0.00167472,2.66766e-10,4,-447277,522.296
6.50665,0.498342,0.5,0.0066479,-0.00165849,-3.85662e-10,4,-446313,761.699
7.50747,0.498376,0.5,0.00746698,-0.00162363,-3.4695e-10,4,-444079,829.704
8.50819,0.498436,0.5,0.00819455,-0.00156424,-2.425e-10,4,-441101,1238.28
9.50878,0.49852,0.5,0.00878088,-0.00147954,-1.50956e-10,4,-437773,1475.13
10.5092,0.498621,0.5,0.0091994,-0.00137934,-4.94193e-11,4,-427203,1469.61
11.5094,0.498726,0.5,0.00944161,-0.00127411,-2.67821e-11,4,-417868,1569.61
12.5095,0.498824,0.5,0.00950685,-0.0011759,-4.76007e-11,4,-408438,1605.49
13.5094,0.498905,0.5,0.00942672,-0.00109455,-5.64769e-11,4,-394907,1534.12
14.5092,0.498974,0.5,0.00923742,-0.00102563,-5.22999e-11,4,-381813,1742.24
15.509,0.499039,0.5,0.00896196,-0.00096081,-1.53874e-11,0,-364890,1871.17
16.5086,0.499102,0.5,0.00861756,-0.000898021,-9.09931e-12,0,-346122,1909.24
17.5082,0.499162,0.5,0.00821089,-0.000837704,-3.69144e-11,0,-328050,1856.76
18.5077,0.499219,0.5,0.00774462,-0.000780803,-4.50441e-11,0,-311011,1719.3
19.5072,0.499272,0.5,0.0072229,-0.000728384,-4.17009e-11,0,-295291,1504.43
20.5067,0.499319,0.5,0.0066514,-0.000681362,-1.21946e-11,0,-281137,1232.58
21.506,0.49936,0.5,0.00603693,-0.000640379,1.58726e-11,0,-268726,932.278
22.5054,0.499394,0.5,0.0053869,-0.000605725,6.06552e-12,0,-258142,634.867
23.5047,0.499423,0.5,0.00470877,-0.000577331,-2.22915e-11,0,-249375,369.13
24.504,0.499445,0.5,0.00400951,-0.000554815,-3.28705e-11,0,-242331,156.544
25.5033,0.499462,0.5,0.00329518,-0.000537573,-1.9031e-11,0,-236856,8.54795
26.5026,0.499475,0.5,0.00257069,-0.000524902,-2.26524e-12,0,-232770,-73.8108
27.5018,0.499484,0.5,0.00183977,-0.000516109,2.63193e-12,0,-229891,-98.0354
28.5011,0.499489,0.5,0.00110512,-0.000510604,1.05437e-12,0,-228067,-77.4965
29.5004,0.499492,0.5,0.000368564,-0.000507962,7.0656e-13,0,-227183,-28.99
0.500599,1.49469,0.5,0.000598851,-0.00531151,1.35786e-09,4,-409141,846.248
1.50177,1.49475,0.5,0.00177344,-0.00524707,-1.71761e-10,5,-410978,2300.99
2.50289,1.49485,0.5,0.00288699,-0.00514575,-1.22377e-09,5,-414359,3059.33
3.50392,1.49495,0.5,0.00392129,-0.00504747,-6.06446e-10,5,-418428,2949.23
4.50488,1.49502,0.5,0.00487765,-0.00498276,3.10398e-10,5,-422441,2070
5.50577,1.49506,0.5,0.00577276,-0.00494469,3.17984e-10,4,-423514,1459.09
6.50662,1.49511,0.5,0.00662016,-0.00488957,-2.08208e-10,4,-422315,2008.65
7.50741,1.49522,0.5,0.00740837,-0.0047821,-2.80328e-10,4,-419873,2609.4
8.5081,1.4954,0.5,0.0081014,-0.00460427,-2.07349e-10,4,-417738,3628.5
9.50866,1.49565,0.5,0.00865996,-0.00435496,-1.30203e-10,4,-413174,4252.21
10.5091,1.49594,0.5,0.00906523,-0.00406131,-5.10744e-11,4,-403220,4381.87
11.5093,1.49624,0.5,0.00931025,-0.00375541,-2.17009e-11,4,-393565,4898.89
12.5094,1.49653,0.5,0.00939634,-0.00346854,-2.59619e-11,4,-383162,5147.79
13.5093,1.49678,0.5,0.00934063,-0.00322286,-2.43635e-11,4,-370754,5086.43
14.5092,1.49699,0.5,0.00916524,-0.00301149,-2.54385e-11,4,-357662,5359.47
15.5089,1.49718,0.5,0.00889674,-0.00281567,-2.24289e-11,0,-340432,5658.46
16.5086,1.49737,0.5,0.00855737,-0.00262674,-3.0537e-11,0,-321578,5749.25
17.5082,1.49755,0.5,0.00815477,-0.00244515,-5.16298e-11,0,-303324,5598.24
18.5077,1.49773,0.5,0.00769185,-0.00227386,-5.74564e-11,0,-286114,5177.14
19.5072,1.49788,0.5,0.00717295,-0.00211614,-4.29872e-11,0,-270255,4518.43
20.5066,1.49803,0.5,0.006604,-0.0019748,-1.04289e-11,0,-256014,3688.13
21.506,1.49815,0.5,0.00599209,-0.0018518,7.80759e-12,0,-243577,2772.99
22.5053,1.49825,0.5,0.00534494,-0.00174801,8.86972e-12,0,-233029,1869.14
23.5047,1.49834,0.5,0.00467026,-0.00166318,3.07399e-12,0,-224350,1065.34
24.504,1.4984,0.5,0.00397519,-0.0015961,-6.54791e-12,0,-217428,427.227
25.5033,1.49846,0.5,0.00326584,-0.00154487,-1.24514e-11,0,-212087,-12.0251
26.5025,1.49849,0.5,0.00254705,-0.00150732,-8.96954e-12,0,-208126,-251.252
27.5018,1.49852,0.5,0.00182245,-0.00148132,7.9419e-13,0,-205352,-314.943
28.5011,1.49853,0.5,0.00109455,-0.00146506,4.2248e-12,0,-203600,-244.543
29.5004,1.49854,0.5,0.000365013,-0.00145727,5.3426e-12,0,-202754,-90.8805
0.500577,2.49135,0.5,0.000576593,-0.00865401,7.11212e-11,4,-386899,1225.36
1.50172,2.49144,0.5,0.00171766,-0.00856304,-2.8366e-10,5,-388065,3285.88
2.50282,2.49158,0.5,0.00282364,-0.00841702,-1.23333e-10,5,-390165,4436.85
3.50387,2.49173,0.5,0.00387497,-0.00826596,5.8746e-12,5,-393005,4430.35
4.50485,2.49185,0.5,0.00485382,-0.00814517,1.07939e-10,5,-396240,3484.95
5.50575,2.49195,0.5,0.00574665,-0.00805199,3.76869e-10,4,-399469,2706.51
6.50656,2.49206,0.5,0.00655719,-0.00793917,7.71395e-11,4,-398824,3287.96
7.50729,2.49225,0.5,0.0072886,-0.00774995,-1.78656e-10,4,-396333,4351.53
8.50792,2.49255,0.5,0.00791837,-0.00745437,-1.57047e-10,4,-394991,5632.13
9.50843,2.49294,0.5,0.00842811,-0.00705675,-1.10504e-10,4,-389074,6687.83
10.5088,2.49341,0.5,0.00881498,-0.00659322,-5.42725e-11,4,-379340,7517.39
11.5091,2.49389,0.5,0.00907062,-0.00611035,-6.90707e-12,4,-369795,8440.2
12.5092,2.49435,0.5,0.00918973,-0.0056486,7.42838e-12,4,-357861,8936.63
13.5092,2.49477,0.5,0.00917136,-0.00523452,6.14834e-12,4,-346376,9211.64
14.509,2.49513,0.5,0.00902116,-0.00487024,-1.7871e-11,4,-333696,9438.39
15.5088,2.49546,0.5,0.00876671,-0.00453819,-4.30292e-11,0,-316109,9555.84
16.5084,2.49578,0.5,0.00843696,-0.00422145,-4.21161e-11,0,-297005,9713.45
17.508,2.49608,0.5,0.00804224,-0.00391667,-5.3307e-11,0,-278391,9428.03
18.5076,2.49637,0.5,0.00758581,-0.00362922,-6.30871e-11,0,-260832,8681.88
19.5071,2.49664,0.5,0.00707244,-0.00336483,-3.1421e-11,0,-244695,7541.1
20.5065,2.49687,0.5,0.00650853,-0.00312837,-5.26738e-12,0,-230278,6110.55
21.5059,2.49708,0.5,0.00590174,-0.00292322,-3.64674e-12,0,-217792,4538.02
22.5053,2.49725,0.5,0.0052604,-0.00275085,1.02676e-11,0,-207326,2993.09
23.5046,2.49739,0.5,0.00459273,-0.0026107,1.77392e-11,0,-198837,1633.23
24.5039,2.4975,0.5,0.00390618,-0.00250049,1.34234e-11,0,-192170,570.659
25.5032,2.49758,0.5,0.00320692,-0.0024168,-2.84663e-12,0,-187104,-143.212
26.5025,2.49764,0.5,0.00249969,-0.00235576,-1.33171e-11,0,-183399,-514.23
27.5018,2.49769,0.5,0.0017878,-0.00231366,-2.17474e-12,0,-180833,-590.41
28.5011,2.49771,0.5,0.00107343,-0.00228742,4.31164e-12,0,-179226,-445.033
29.5004,2.49773,0.5,0.000357919,-0.00227487,8.06371e-12,0,-178453,-163.592
0.50055,3.48818,0.5,0.000550401,-0.0118193,-1.01036e-11,5,-365236,1350.17
1.50165,3.48828,0.5,0.00164947,-0.0117189,-3.77624e-11,5,-365488,3690.18
2.50274,3.48845,0.5,0.00273822,-0.01155,3.75157e-10,4,-366255,5120.85
3.5038,3.48864,0.5,0.00379569,-0.0113577,1.15336e-10,5,-367796,5484.22
4.50479,3.48883,0.5,0.00478737,-0.0111706,-4.65707e-11,4,-370501,4989.73
5.50568,3.48901,0.5,0.00567577,-0.0109925,1.22728e-10,4,-374153,4268.47
6.50644,3.48921,0.5,0.00644467,-0.010792,4.53764e-11,4,-375964,4369.34
7.5071,3.48949,0.5,0.00710335,-0.0105063,-7.81402e-11,4,-373717,5968.76
8.50766,3.4899,0.5,0.00765678,-0.0100986,-1.17535e-10,4,-372293,7679.28
9.50811,3.49042,0.5,0.0081117,-0.00958013,-9.93711e-11,4,-365733,9172.53
10.5085,3.49102,0.5,0.0084792,-0.00898254,-6.51525e-11,4,-355862,10699.1
11.5087,3.49165,0.5,0.00874823,-0.00834883,-7.74119e-12,4,-345689,11920.7
12.5089,3.49228,0.5,0.00889929,-0.00772355,3.31908e-11,4,-334137,12793.3
13.5089,3.49286,0.5,0.00891899,-0.00713817,3.29614e-11,4,-322011,13327
14.5088,3.49339,0.5,0.00880331,-0.00660899,-1.7634e-11,4,-308958,13709.5
15.5086,3.49387,0.5,0.00857219,-0.00613151,-5.70065e-11,0,-291993,13718.5
16.5083,3.49432,0.5,0.00825645,-0.005683,-4.04262e-11,0,-272352,13864.4
17.5079,3.49475,0.5,0.00787237,-0.00525198,-4.61336e-11,0,-253188,13348.9
18.5074,3.49515,0.5,0.0074252,-0.00484555,-6.07345e-11,0,-235123,12234.6
19.5069,3.49553,0.5,0.00691994,-0.00447225,-1.4507e-11,0,-218562,10562.1
20.5064,3.49586,0.5,0.00636356,-0.00413933,-1.14773e-12,0,-203874,8468.19
21.5058,3.49615,0.5,0.0057645,-0.00385187,-2.17269e-11,0,-191320,6167.13
22.5051,3.49639,0.5,0.00513201,-0.00361196,-3.72593e-12,0,-180998,3923.41
23.5045,3.49658,0.5,0.00447515,-0.0034185,8.17075e-12,0,-172826,1981.83
24.5038,3.49673,0.5,0.00380178,-0.00326769,7.19543e-12,0,-166573,504.996
25.5031,3.49685,0.5,0.00311809,-0.00315414,4.1857e-12,0,-161941,-447.911
26.5024,3.49693,0.5,0.00242851,-0.00307192,-4.76453e-12,0,-158626,-904.898
27.5017,3.49698,0.5,0.00173587,-0.00301556,-5.77487e-12,0,-156370,-949.152
28.501,3.49702,0.5,0.00104186,-0.00298058,-1.17282e-12,0,-154974,-691.086
29.5003,3.49704,0.5,0.000347328,-0.00296388,4.59442e-12,0,-154308,-250.632
0.500524,4.48519,0.5,0.000524297,-0.0148057,-5.40069e-11,5,-343485,1275.52
1.50158,4.48529,0.5,0.0015776,-0.0147081,-2.84977e-11,4,-343104,3577.92
2.50264,4.48547,0.5,0.0026365,-0.0145332,4.14412e-10,4,-342779,5253.85
3.50368,4.48569,0.5,0.00367934,-0.0143077,3.72798e-10,5,-343350,6157.13
4.50466,4.48595,0.5,0.0046621,-0.0140485,3.12798e-10,5,-345355,6365.77
5.50553,4.48624,0.5,0.00553461,-0.0137642,8.91075e-11,4,-348782,6046.57
6.50626,4.48656,0.5,0.006263,-0.0134448,-2.26513e-10,4,-352275,5905.71
7.50685,4.48695,0.5,0.00685219,-0.013048,-2.11875e-10,4,-352261,7447.78
8.50734,4.48746,0.5,0.00733592,-0.0125409,-1.3791e-10,4,-349017,9665.74
9.50774,4.48807,0.5,0.00774223,-0.0119291,-8.58765e-11,4,-343592,11687.9
10.5081,4.48877,0.5,0.00808625,-0.0112292,-7.06013e-11,4,-332718,13691.2
11.5084,4.48953,0.5,0.00835941,-0.010468,-2.85971e-11,4,-322126,15433.7
12.5085,4.49031,0.5,0.00853303,-0.00969029,4.08864e-11,4,-310502,16667.7
13.5086,4.49106,0.5,0.008586,-0.00893734,5.90058e-11,4,-297670,17466
14.5085,4.49176,0.5,0.0085088,-0.00823817,-3.51383e-12,4,-284693,17826.8
15.5083,4.4924,0.5,0.00830924,-0.00760225,-5.06429e-11,4,-267853,17945.7
16.508,4.49299,0.5,0.00801302,-0.00701196,-4.25222e-11,0,-247496,17892.9
17.5076,4.49355,0.5,0.00764261,-0.00645048,-4.9656e-11,0,-227713,17292.2
18.5072,4.49408,0.5,0.00720742,-0.00592128,-5.55905e-11,0,-208946,15795.9
19.5067,4.49456,0.5,0.00671299,-0.00543589,-1.46237e-11,0,-191799,13559.2
20.5062,4.495,0.5,0.00616671,-0.00500456,-3.90338e-12,0,-176719,10720.9
21.5056,4.49537,0.5,0.00557813,-0.00463461,-2.27362e-11,0,-164077,7584.26
22.505,4.49567,0.5,0.00495787,-0.0043289,-1.29826e-11,0,-153997,4559.22
23.5043,4.49591,0.5,0.00431612,-0.0040853,-4.04167e-12,0,-146317,2013.45
24.5037,4.4961,0.5,0.00366123,-0.00389772,-5.58378e-12,0,-140677,158.422
25.503,4.49624,0.5,0.00299918,-0.00375805,1.37595e-12,0,-136653,-965.577
26.5023,4.49634,0.5,0.00233376,-0.00365787,-3.87051e-12,0,-133862,-1436.53
27.5017,4.49641,0.5,0.00166709,-0.00358967,-1.26868e-11,0,-132008,-1389.99
28.501,4.49645,0.5,0.00100019,-0.00354757,-6.47518e-12,0,-130880,-977.595
29.5003,4.49647,0.5,0.000333373,-0.00352753,-1.25834e-12,0,-130347,-349.535
0.5005,5.48239,0.5,0.000499647,-0.0176133,-1.36813e-10,5,-321346,1097.36
1.50151,5.48248,0.5,0.00150537,-0.0175239,-3.99084e-11,5,-320639,3192.49
2.50252,5.48265,0.5,0.00251999,-0.0173495,4.77989e-10,4,-319847,5048.4
3.50352,5.48291,0.5,0.003522,-0.017094,4.6513e-10,5,-319798,6526.4
4.50447,5.48324,0.5,0.00446812,-0.0167611,5.03067e-10,5,-321075,7508.97
5.50531,5.48364,0.5,0.00530726,-0.0163622,3.52263e-10,5,-323875,7828.42
6.506,5.48409,0.5,0.00599914,-0.0159076,-3.21872e-10,4,-327933,7902.48
7.50654,5.48461,0.5,0.00653974,-0.0153912,-4.58539e-10,4,-330499,9194.55
8.50697,5.4852,0.5,0.0069713,-0.0147953,-2.50313e-10,4,-326497,11501.4
9.50734,5.48589,0.5,0.00733535,-0.0141076,-9.97922e-11,4,-321394,13677.8
10.5077,5.48668,0.5,0.00765022,-0.0133243,-4.60152e-11,4,-310635,16193.3
11.5079,5.48754,0.5,0.00791264,-0.0124561,-2.14775e-11,4,-299820,18709.8
12.5081,5.48846,0.5,0.00809812,-0.01154,4.26992e-11,4,-286864,20599.8
13.5082,5.48937,0.5,0.00817878,-0.0106266,6.3601e-11,4,-273815,21784.2
14.5081,5.49024,0.5,0.00813482,-0.00975925,1.31499e-11,4,-260333,22046.9
15.508,5.49104,0.5,0.00796865,-0.00895587,-1.92526e-11,4,-242931,22005.1
16.5077,5.49179,0.5,0.00769933,-0.00821114,-3.28781e-11,0,-222685,21801.9
17.5073,5.49249,0.5,0.00734785,-0.00751168,-5.48557e-11,0,-201957,21130.1
18.5069,5.49315,0.5,0.00692811,-0.00685488,-4.60439e-11,0,-182322,19324.5
19.5064,5.49375,0.5,0.00644769,-0.00625304,-1.84609e-11,0,-164348,16515.7
20.5059,5.49428,0.5,0.00591443,-0.00572043,-7.29215e-12,0,-148691,12822.3
21.5053,5.49473,0.5,0.00533938,-0.00526787,-8.75752e-12,0,-135940,8681.46
22.5047,5.4951,0.5,0.00473535,-0.00489918,-9.11515e-12,0,-126267,4765.49
23.5041,5.49539,0.5,0.00411407,-0.00461022,-5.3306e-12,0,-119342,1625.69
24.5035,5.49561,0.5,0.00348414,-0.00439124,-9.23815e-12,0,-114564,-510.602
25.5029,5.49577,0.5,0.00285075,-0.00423035,-1.15302e-11,0,-111333,-1684.13
26.5022,5.49588,0.5,0.00221654,-0.00411611,-1.46367e-11,0,-109183,-2069.57
27.5016,5.49596,0.5,0.00158262,-0.00403893,-1.31901e-11,0,-107797,-1869.03
28.5009,5.49601,0.5,0.000949262,-0.00399149,-5.31363e-12,0,-106970,-1272.43
29.5003,5.49603,0.5,0.000316364,-0.00396898,-3.88407e-12,0,-106584,-448.757
0.500476,6.47976,0.5,0.000476419,-0.0202425,-4.97043e-11,5,-298710,915.22
1.50143,6.47984,0.5,0.0014313,-0.0201579,1.64327e-10,5,-298106,2802.15
2.50239,6.48002,0.5,0.00238563,-0.0199791,5.68825e-10,5,-297291,4795.2
3.50332,6.48031,0.5,0.00332091,-0.0196919,4.04921e-10,5,-297075,6718.7
4.5042,6.48071,0.5,0.00420391,-0.0192888,3.21568e-10,5,-297716,8359.23
5.50499,6.48122,0.5,0.00499314,-0.0187808,1.89345e-10,5,-299750,9443.48
6.50565,6.4818,0.5,0.0056515,-0.0181959,-1.63953e-10,4,-303587,10102
7.50617,6.48244,0.5,0.00616638,-0.0175604,-4.17072e-10,4,-307511,10915.4
8.50657,6.48313,0.5,0.00656639,-0.0168748,-4.19682e-10,4,-304778,13115.9
9.50689,6.48388,0.5,0.00689281,-0.0161151,-1.62828e-10,4,-299111,15623.1
10.5072,6.48474,0.5,0.00717085,-0.0152585,-2.58498e-11,4,-289484,18239.1
11.5074,6.4857,0.5,0.00740923,-0.0143001,9.14363e-12,4,-277458,21195
12.5076,6.48674,0.5,0.00759365,-0.0132634,3.88403e-11,4,-264409,23734.9
13.5077,6.4878,0.5,0.00769377,-0.0121962,5.13168e-11,4,-249914,25726.1
14.5077,6.48884,0.5,0.0076791,-0.011161,2.25563e-11,4,-236259,26594
15.5075,6.48981,0.5,0.00754546,-0.01019,1.17028e-11,4,-217889,26492.1
16.5073,6.49072,0.5,0.00730739,-0.0092835,-5.60921e-12,4,-197834,25948.4
17.507,6.49156,0.5,0.00698062,-0.00843637,-3.54754e-11,0,-175926,24774
18.5066,6.49235,0.5,0.00658112,-0.00764509,-2.65253e-11,0,-155251,22778.4
19.5061,6.49308,0.5,0.00611848,-0.00692079,-8.77936e-12,0,-136148,19446.5
20.5056,6.49372,0.5,0.00560146,-0.00628248,-5.30716e-12,0,-119592,14707.6
21.505,6.49425,0.5,0.0050435,-0.0057474,-1.19104e-11,0,-106719,9262.18
22.5045,6.49468,0.5,0.00446112,-0.00532054,-9.65958e-12,0,-97785.4,4345
23.5039,6.49501,0.5,0.00386782,-0.0049934,3.94092e-12,0,-92017.1,731.564
24.5033,6.49525,0.5,0.00327144,-0.00475009,-2.23467e-12,0,-88400.2,-1458.52
25.5027,6.49543,0.5,0.0026751,-0.00457373,-1.81009e-11,0,-86116,-2492.49
26.5021,6.49555,0.5,0.00207963,-0.00444966,-1.71099e-11,0,-84669.9,-2678.53
27.5015,6.49563,0.5,0.00148495,-0.00436632,-5.30673e-12,0,-83768.7,-2280.42
28.5009,6.49568,0.5,0.000890794,-0.00431529,-4.15711e-12,0,-83243.5,-1506.9
29.5003,6.49571,0.5,0.000296905,-0.00429112,-9.49013e-12,0,-83001.4,-524.604
0.50045,7.47731,0.5,0.000449946,-0.022689,2.52536e-10,5,-275798,821.668
1.50135,7.4774,0.5,0.00134553,-0.0225996,4.36574e-10,5,-275437,2606.98
2.50223,7.4776,0.5,0.00222585,-0.0224043,5.92726e-10,5,-275069,4660.41
3.50308,7.47792,0.5,0.0030764,-0.0220813,2.76695e-10,4,-274791,6900.14
4.50388,7.47838,0.5,0.00387773,-0.0216159,-1.49326e-10,4,-275115,8956.07
5.5046,7.47898,0.5,0.00460355,-0.0210159,-2.49659e-10,5,-276509,10737.6
6.50523,7.47968,0.5,0.00522588,-0.0203208,1.04853e-11,5,-279531,12027.6
7.50573,7.48043,0.5,0.0057252,-0.0195743,-1.55928e-10,5,-283480,12690.7
8.50611,7.48121,0.5,0.00610736,-0.0187915,-3.91912e-10,4,-283022,14312.2
9.5064,7.48205,0.5,0.00640266,-0.0179504,-2.0416e-10,4,-277250,17129.3
10.5066,7.48298,0.5,0.00664148,-0.0170219,-4.27701e-11,4,-268433,20125.4
11.5068,7.48401,0.5,0.00684581,-0.0159874,2.21917e-11,4,-255436,23143.7
12.507,7.48515,0.5,0.0070148,-0.0148517,3.24152e-11,4,-243687,26243.4
13.5071,7.48635,0.5,0.00712728,-0.0136455,5.1464e-11,4,-226157,28889.8
14.5071,7.48756,0.5,0.00714348,-0.0124428,4.3359e-11,4,-212724,30898.3
15.507,7.4887,0.5,0.00704159,-0.0113011,3.24744e-11,4,-193154,31231.9
16.5068,7.48977,0.5,0.00683334,-0.0102272,2.39865e-11,4,-172029,30423.2
17.5065,7.49078,0.5,0.00653298,-0.00922414,1.09877e-12,0,-149508,28527.4
18.5062,7.49171,0.5,0.00615781,-0.00829146,-8.06402e-12,0,-127909,26011
19.5057,7.49256,0.5,0.00571707,-0.00743599,-6.46164e-12,0,-107175,22432.9
20.5052,7.49332,0.5,0.00521934,-0.00668449,-7.69104e-12,0,-88967.1,16193.5
21.5047,7.49393,0.5,0.00468304,-0.00606819,-2.63234e-11,0,-76178.5,8893.41
22.5041,7.49441,0.5,0.00413113,-0.00559215,-2.25814e-11,0,-68660.3,2976.95
23.5036,7.49476,0.5,0.00357812,-0.00523735,1.65864e-12,0,-64685.6,-603.656
24.503,7.49502,0.5,0.00302725,-0.00497802,-1.93304e-12,0,-62454.3,-2442.75
25.5025,7.49521,0.5,0.00247785,-0.00479196,-2.13211e-11,0,-61156.4,-3110.25
26.5019,7.49534,0.5,0.00192862,-0.00466179,-1.8808e-11,0,-60376.8,-3018.17
27.5014,7.49543,0.5,0.00137869,-0.00457459,-1.72993e-12,0,-59907.8,-2442.44
28.5008,7.49548,0.5,0.000827756,-0.00452125,-3.97414e-12,0,-59640.5,-1571.22
29.5003,7.4955,0.5,0.000276019,-0.00449599,-1.72991e-11,0,-59518.9,-540.512
0.500415,8.47506,0.5,0.000415469,-0.0249407,5.48457e-10,5,-252831,819.621
1.50124,8.47516,0.5,0.0012375,-0.0248373,6.30653e-10,5,-252840,2642.54
2.50203,8.47539,0.5,0.00203375,-0.0246138,5.1331e-10,5,-252851,4766.94
3.50279,8.47575,0.5,0.00279156,-0.0242503,1.04615e-10,4,-252750,7119.01
4.5035,8.47627,0.5,0.00350143,-0.023731,-5.85507e-10,4,-252964,9455.29
5.50415,8.47694,0.5,0.00415214,-0.0230618,-7.14057e-10,5,-254015,11713.5
6.50473,8.47772,0.5,0.00472769,-0.0222821,-5.10488e-11,5,-256031,13521.3
7.50521,8.47856,0.5,0.00520605,-0.0214374,1.31211e-10,4,-258990,14495.3
8.50557,8.47945,0.5,0.00557185,-0.0205536,-1.11694e-10,4,-261092,15579.3
9.50584,8.48038,0.5,0.00584274,-0.0196217,-1.31232e-10,4,-255346,18163.5
10.5061,8.48138,0.5,0.00605038,-0.0186151,-4.25701e-11,4,-247375,21502.7
11.5062,8.48249,0.5,0.00622031,-0.0175112,2.89109e-11,4,-235065,24855.4
12.5064,8.4837,0.5,0.00636648,-0.0162961,4.59603e-11,4,-221840,28265.1
13.5065,8.48503,0.5,0.00647962,-0.0149737,6.62764e-11,4,-204670,31791
14.5065,8.48639,0.5,0.0065191,-0.0136086,6.42732e-11,4,-189418,34701.9
15.5064,8.48771,0.5,0.00644843,-0.0122859,5.41883e-11,4,-168411,35457.6
16.5063,8.48896,0.5,0.00626985,-0.0110377,5.37877e-11,4,-145983,34775.6
17.506,8.49013,0.5,0.0059979,-0.00987158,2.1784e-11,0,-122093,32194.2
18.5056,8.49121,0.5,0.0056469,-0.0087942,-1.84171e-11,0,-100735,28429.6
19.5052,8.49221,0.5,0.00523013,-0.00779491,-2.32272e-11,0,-77063.2,25995.7
20.5048,8.49308,0.5,0.0047516,-0.00691515,-1.73476e-11,0,-56005.9,16567.2
21.5042,8.49377,0.5,0.00424339,-0.00622604,-3.80232e-11,0,-43921.4,6083.28
22.5037,8.49428,0.5,0.00374348,-0.00571888,-3.13017e-11,0,-39830.5,719.174
23.5033,8.49465,0.5,0.00325177,-0.00534893,-5.56675e-13,0,-37945.2,-1836.92
24.5028,8.49492,0.5,0.00276216,-0.0050811,-6.53324e-14,0,-37038.2,-2859.28
25.5023,8.49511,0.5,0.00227011,-0.0048895,-2.02591e-11,0,-36548,-3032.07
26.5018,8.49524,0.5,0.00177332,-0.00475541,-1.92245e-11,0,-36268.3,-2713.08
27.5013,8.49533,0.5,0.0012713,-0.00466543,-1.79258e-12,0,-36105.1,-2102.34
28.5008,8.49539,0.5,0.000764774,-0.00461028,-5.45271e-12,0,-36014,-1320.82
29.5003,8.49542,0.5,0.000255271,-0.00458413,-1.9108e-11,0,-35973,-449.618
0.500372,9.47302,0.5,0.00037182,-0.0269808,5.00787e-10,5,-230021,947.402
1.5011,9.47314,0.5,0.00110429,-0.0268586,5.89078e-10,5,-230359,2883.79
2.50181,9.4734,0.5,0.00180703,-0.0266013,3.39656e-10,5,-230674,5068.38
3.50247,9.47381,0.5,0.00246813,-0.0261942,-1.2848e-10,5,-230730,7423.24
4.50308,9.47437,0.5,0.00308224,-0.0256276,-5.95865e-10,4,-231032,9976.56
5.50365,9.47509,0.5,0.00364821,-0.024909,-7.88359e-10,4,-231910,12524
6.50416,9.47593,0.5,0.00416022,-0.0240687,-2.42923e-10,5,-233175,14644.7
7.5046,9.47686,0.5,0.00459999,-0.0231425,2.52705e-10,5,-235129,16001.9
8.50494,9.47784,0.5,0.00494409,-0.0221631,1.36619e-10,5,-237694,16935.1
9.5052,9.47886,0.5,0.00519514,-0.0211391,4.96228e-12,4,-233924,18950.9
10.5054,9.47995,0.5,0.00537917,-0.0200483,-4.3085e-12,4,-225774,22079.8
11.5055,9.48113,0.5,0.00552098,-0.0188712,4.74989e-11,4,-214452,25611.6
12.5056,9.48241,0.5,0.00563973,-0.0175855,7.88269e-11,4,-200550,29361.6
13.5057,9.48383,0.5,0.00573701,-0.0161705,8.41524e-11,4,-186182,34051.3
14.5058,9.48535,0.5,0.00578737,-0.0146544,5.66671e-11,4,-165381,37564.4
15.5057,9.48686,0.5,0.00574754,-0.0131438,5.47648e-11,4,-144656,38983.6
16.5056,9.48828,0.5,0.00560493,-0.0117155,6.44269e-11,4,-120247,38827.9
17.5054,9.48962,0.5,0.00537579,-0.0103776,9.03253e-12,0,-94101,37020.7
18.5051,9.49085,0.5,0.00506657,-0.00915395,-6.01816e-11,0,-72768,33318.5
19.5046,9.49203,0.5,0.00462604,-0.0079741,-4.91688e-11,0,-45874.2,30753.7
20.5041,9.49305,0.5,0.00413605,-0.00695483,-2.20031e-11,0,-15676,7290.41
21.5037,9.49376,0.5,0.00371038,-0.00623546,-4.26493e-11,0,-13956.1,1190.42
22.5033,9.49428,0.5,0.00331024,-0.00571647,-3.37011e-11,0,-12722.2,-855.964
23.5029,9.49466,0.5,0.00290954,-0.00533984,2.79318e-12,0,-12404.1,-1534.62
24.5025,9.49493,0.5,0.00249764,-0.00506652,1.33328e-11,0,-12253.2,-1673.57
25.5021,9.49513,0.5,0.00207075,-0.00487004,3.28275e-12,0,-12180.8,-1556.73
26.5016,9.49527,0.5,0.00162875,-0.00473174,7.51818e-12,0,-12140.9,-1303.59
27.5012,9.49536,0.5,0.00117357,-0.00463842,1.15948e-11,0,-12118.2,-973.212
28.5007,9.49542,0.5,0.000708333,-0.00458095,-8.74927e-12,0,-12105.8,-598.899
