xc,yc,zc,ux,uy,uz,state,szz,sxy
0.5005,5.48239,4.5,0.000499654,-0.0176133,-2.76746e-09,5,-321345,1097.33
1.50151,5.48248,4.5,0.00150538,-0.0175239,-1.37877e-09,5,-320639,3192.42
2.50252,5.48265,4.5,0.00252001,-0.0173495,6.73684e-10,4,-319847,5048.26
3.50352,5.48291,4.5,0.00352202,-0.017094,1.98631e-09,4,-319799,6526.25
4.50447,5.48324,4.5,0.00446812,-0.0167611,2.74566e-09,5,-321075,7508.83
5.50531,5.48364,4.5,0.00530726,-0.0163622,2.39588e-09,5,-323875,7828.2
6.506,5.48409,4.5,0.00599913,-0.0159076,-3.94591e-10,4,-327933,7902.48
7.50654,5.48461,4.5,0.00653974,-0.0153912,-1.51708e-09,4,-330499,9194.53
8.50697,5.4852,4.5,0.0069713,-0.0147953,-3.18948e-10,4,-326497,11501.4
9.50734,5.48589,4.5,0.00733535,-0.0141076,1.2667e-10,4,-321394,13677.8
10.5077,5.48668,4.5,0.00765022,-0.0133243,2.16317e-10,4,-310635,16193.3
11.5079,5.48754,4.5,0.00791264,-0.0124561,1.59995e-10,4,-299820,18709.8
12.5081,5.48846,4.5,0.00809812,-0.01154,8.02741e-11,4,-286864,20599.8
13.5082,5.48937,4.5,0.00817878,-0.0106266,2.27802e-11,4,-273815,21784.2
14.5081,5.49024,4.5,0.00813482,-0.00975925,2.66498e-11,4,-260333,22046.9
15.508,5.49104,4.5,0.00796865,-0.00895587,3.57726e-11,4,-242931,22005.1
16.5077,5.49179,4.5,0.00769933,-0.00821114,-2.01248e-11,0,-222685,21801.9
17.5073,5.49249,4.5,0.00734785,-0.00751168,-9.96422e-11,0,-201957,21130.1
18.5069,5.49315,4.5,0.00692811,-0.00685488,-1.30177e-10,0,-182322,19324.5
19.5064,5.49375,4.5,0.00644769,-0.00625304,-1.11134e-10,0,-164348,16515.6
20.5059,5.49428,4.5,0.00591443,-0.00572043,-1.20068e-10,0,-148691,12822.2
21.5053,5.49473,4.5,0.00533938,-0.00526787,-1.2469e-10,0,-135940,8681.43
22.5047,5.4951,4.5,0.00473535,-0.00489918,-7.30989e-11,0,-126267,4765.48
23.5041,5.49539,4.5,0.00411407,-0.00461022,-3.05809e-11,0,-119342,1625.7
24.5035,5.49561,4.5,0.00348414,-0.00439124,-5.70236e-12,0,-114564,-510.583
25.5029,5.49577,4.5,0.00285075,-0.00423035,2.29415e-11,0,-111333,-1684.16
26.5022,5.49588,4.5,0.00221654,-0.00411611,2.55753e-11,0,-109183,-2069.56
27.5016,5.49596,4.5,0.00158262,-0.00403893,2.79229e-12,0,-107797,-1869.01
28.5009,5.49601,4.5,0.000949262,-0.00399149,-3.2945e-12,0,-106970,-1272.42
29.5003,5.49603,4.5,0.000316364,-0.00396898,7.59879e-12,0,-106584,-448.75
0.500476,6.47976,4.5,0.000476423,-0.0202425,-1.74326e-09,5,-298709,915.231
1.50143,6.47984,4.5,0.00143131,-0.0201579,-6.36549e-10,5,-298106,2802.1
2.50239,6.48002,4.5,0.00238564,-0.0199791,8.02939e-10,4,-297291,4795.25
3.50332,6.48031,4.5,0.00332092,-0.0196919,1.94396e-09,4,-297076,6718.55
4.5042,6.48071,4.5,0.00420391,-0.0192888,2.07095e-09,5,-297716,8359.11
5.50499,6.48122,4.5,0.00499314,-0.0187808,1.6135e-09,5,-299750,9443.37
6.50565,6.4818,4.5,0.00565149,-0.0181959,-3.85958e-10,4,-303587,10101.9
7.50617,6.48244,4.5,0.00616638,-0.0175604,-1.6035e-09,4,-307511,10915.4
8.50657,6.48313,4.5,0.00656639,-0.0168748,-5.98949e-10,4,-304778,13115.9
9.50689,6.48388,4.5,0.00689281,-0.0161151,3.5676e-11,4,-299111,15623.1
10.5072,6.48474,4.5,0.00717085,-0.0152585,1.92745e-10,4,-289484,18239.1
11.5074,6.4857,4.5,0.00740923,-0.0143001,1.58687e-10,4,-277458,21195
12.5076,6.48674,4.5,0.00759365,-0.0132634,1.15028e-10,4,-264409,23734.9
13.5077,6.4878,4.5,0.00769377,-0.0121962,9.133e-11,4,-249914,25726.1
14.5077,6.48884,4.5,0.0076791,-0.011161,7.11394e-11,4,-236259,26594
15.5075,6.48981,4.5,0.00754546,-0.01019,6.37966e-11,4,-217889,26492.1
16.5073,6.49072,4.5,0.00730739,-0.0092835,1.15278e-11,4,-197834,25948.4
17.507,6.49156,4.5,0.00698062,-0.00843637,-7.29092e-11,0,-175926,24774.1
18.5066,6.49235,4.5,0.00658112,-0.00764509,-1.14224e-10,0,-155251,22778.4
19.5061,6.49308,4.5,0.00611848,-0.00692079,-1.08526e-10,0,-136148,19446.6
20.5056,6.49372,4.5,0.00560146,-0.00628248,-1.19384e-10,0,-119592,14707.6
21.505,6.49425,4.5,0.0050435,-0.0057474,-1.36348e-10,0,-106719,9262.21
22.5045,6.49468,4.5,0.00446112,-0.00532054,-1.01934e-10,0,-97785.5,4345
23.5039,6.49501,4.5,0.00386782,-0.0049934,-5.00241e-11,0,-92017.1,731.532
24.5033,6.49525,4.5,0.00327144,-0.00475009,-2.14835e-12,0,-88400.2,-1458.53
25.5027,6.49543,4.5,0.0026751,-0.00457373,2.42647e-11,0,-86115.9,-2492.46
26.5021,6.49555,4.5,0.00207963,-0.00444966,1.82715e-11,0,-84669.9,-2678.52
27.5015,6.49563,4.5,0.00148495,-0.00436632,-3.24032e-12,0,-83768.7,-2280.44
28.5009,6.49568,4.5,0.000890794,-0.00431529,-5.87768e-12,0,-83243.5,-1506.91
29.5003,6.49571,4.5,0.000296905,-0.00429112,1.36737e-11,0,-83001.4,-524.595
0.50045,7.47731,4.5,0.000449947,-0.022689,-4.79858e-10,5,-275798,821.65
1.50135,7.4774,4.5,0.00134553,-0.0225996,2.27793e-10,5,-275436,2607.03
2.50223,7.4776,4.5,0.00222586,-0.0224043,7.90989e-10,4,-275069,4660.43
3.50308,7.47792,4.5,0.0030764,-0.0220812,9.23419e-10,4,-274791,6900.12
4.50388,7.47838,4.5,0.00387773,-0.0216158,2.95103e-10,5,-275115,8955.95
5.5046,7.47898,4.5,0.00460355,-0.0210159,2.66404e-10,5,-276509,10737.5
6.50523,7.47968,4.5,0.00522588,-0.0203208,3.39737e-10,4,-279531,12027.6
7.50573,7.48043,4.5,0.0057252,-0.0195743,-6.17105e-10,4,-283480,12690.7
8.50611,7.48121,4.5,0.00610735,-0.0187915,-6.41418e-10,4,-283022,14312.3
9.5064,7.48205,4.5,0.00640266,-0.0179504,-2.52605e-11,4,-277250,17129.3
10.5066,7.48298,4.5,0.00664148,-0.0170219,1.67309e-10,4,-268433,20125.4
11.5068,7.48401,4.5,0.00684581,-0.0159874,1.75012e-10,4,-255436,23143.7
12.507,7.48515,4.5,0.0070148,-0.0148517,1.75197e-10,4,-243687,26243.3
13.5071,7.48635,4.5,0.00712728,-0.0136455,1.8587e-10,4,-226157,28889.7
14.5071,7.48756,4.5,0.00714348,-0.0124428,1.33519e-10,4,-212724,30898.2
15.507,7.4887,4.5,0.00704159,-0.0113011,7.69189e-11,4,-193154,31231.9
16.5068,7.48977,4.5,0.00683335,-0.0102272,2.64409e-11,4,-172029,30423.2
17.5065,7.49078,4.5,0.00653298,-0.00922414,-2.27086e-11,0,-149508,28527.4
18.5062,7.49171,4.5,0.00615781,-0.00829146,-7.06921e-11,0,-127909,26010.9
19.5057,7.49256,4.5,0.00571707,-0.00743599,-1.24744e-10,0,-107175,22432.9
20.5052,7.49332,4.5,0.00521934,-0.00668449,-1.46106e-10,0,-88967.2,16193.5
21.5047,7.49393,4.5,0.00468304,-0.00606819,-1.31995e-10,0,-76178.5,8893.4
22.5041,7.49441,4.5,0.00413113,-0.00559215,-1.0156e-10,0,-68660.3,2976.97
23.5036,7.49476,4.5,0.00357812,-0.00523735,-5.53321e-11,0,-64685.5,-603.612
24.503,7.49502,4.5,0.00302725,-0.00497802,6.27148e-13,0,-62454.3,-2442.73
25.5025,7.49521,4.5,0.00247785,-0.00479196,1.99637e-11,0,-61156.4,-3110.26
26.5019,7.49534,4.5,0.00192862,-0.00466179,1.58456e-11,0,-60376.8,-3018.16
27.5014,7.49543,4.5,0.00137869,-0.00457459,2.06168e-12,0,-59907.8,-2442.43
28.5008,7.49548,4.5,0.000827756,-0.00452125,-5.6423e-12,0,-59640.5,-1571.22
29.5003,7.4955,4.5,0.000276019,-0.00449599,9.21687e-12,0,-59518.9,-540.507
0.500415,8.47506,4.5,0.000415466,-0.0249407,4.35636e-10,5,-252831,819.63
1.50124,8.47516,4.5,0.00123749,-0.0248373,8.48275e-10,5,-252840,2642.66
2.50203,8.47539,4.5,0.00203374,-0.0246138,6.54402e-10,5,-252851,4767.19
3.50279,8.47575,4.5,0.00279156,-0.0242502,-2.6794e-10,5,-252749,7119.09
4.5035,8.47627,4.5,0.00350143,-0.023731,-1.21369e-09,5,-252964,9455.22
5.50415,8.47694,4.5,0.00415215,-0.0230618,-7.39674e-10,5,-254015,11713.4
6.50473,8.47772,4.5,0.00472769,-0.0222821,6.44147e-10,5,-256031,13521.3
7.50521,8.47856,4.5,0.00520606,-0.0214374,4.01415e-10,4,-258991,14495.4
8.50557,8.47945,4.5,0.00557185,-0.0205536,-3.1206e-10,4,-261092,15579.6
9.50584,8.48038,4.5,0.00584274,-0.0196217,-7.28308e-11,4,-255346,18163.6
10.5061,8.48138,4.5,0.00605037,-0.0186151,1.78021e-10,4,-247375,21502.8
11.5062,8.48249,4.5,0.00622031,-0.0175112,2.3832e-10,4,-235065,24855.5
12.5064,8.4837,4.5,0.00636648,-0.0162961,2.39095e-10,4,-221840,28265.2
13.5065,8.48503,4.5,0.00647962,-0.0149737,2.37898e-10,4,-204670,31791
14.5065,8.48639,4.5,0.0065191,-0.0136086,1.73498e-10,4,-189418,34701.9
15.5064,8.48771,4.5,0.00644843,-0.0122859,8.3306e-11,4,-168411,35457.7
16.5063,8.48896,4.5,0.00626985,-0.0110377,3.6248e-11,4,-145983,34775.7
17.506,8.49013,4.5,0.00599791,-0.00987158,2.38663e-11,0,-122093,32194.3
18.5056,8.49121,4.5,0.0056469,-0.0087942,-4.55035e-11,0,-100735,28429.6
19.5052,8.49221,4.5,0.00523013,-0.00779491,-1.50708e-10,0,-77063.3,25995.7
20.5048,8.49308,4.5,0.0047516,-0.00691515,-1.79044e-10,0,-56005.9,16567.2
21.5042,8.49377,4.5,0.00424339,-0.00622604,-1.49667e-10,0,-43921.3,6083.26
22.5037,8.49428,4.5,0.00374348,-0.00571888,-1.11623e-10,0,-39830.5,719.173
23.5033,8.49465,4.5,0.00325177,-0.00534893,-4.90913e-11,0,-37945.2,-1836.92
24.5028,8.49492,4.5,0.00276216,-0.0050811,1.51963e-11,0,-37038.2,-2859.3
25.5023,8.49511,4.5,0.00227011,-0.0048895,2.85011e-11,0,-36548,-3032.07
26.5018,8.49524,4.5,0.00177332,-0.00475541,1.98293e-11,0,-36268.3,-2713.12
27.5013,8.49533,4.5,0.0012713,-0.00466543,-3.51574e-13,0,-36105.1,-2102.37
28.5008,8.49539,4.5,0.000764774,-0.00461028,-1.6751e-11,0,-36014,-1320.81
29.5003,8.49542,4.5,0.000255271,-0.00458413,-1.1513e-11,0,-35973,-449.613
0.500372,9.47302,4.5,0.000371817,-0.0269808,6.94301e-10,5,-230022,947.45
1.5011,9.47314,4.5,0.00110428,-0.0268586,9.31659e-10,5,-230359,2883.91
2.50181,9.4734,4.5,0.00180702,-0.0266013,4.13163e-10,5,-230674,5068.56
3.50247,9.47381,4.5,0.00246813,-0.0261942,-8.79078e-10,5,-230730,7423.36
4.50308,9.47437,4.5,0.00308224,-0.0256276,-1.7173e-09,5,-231032,9976.6
5.50365,9.47509,4.5,0.00364822,-0.024909,-1.17246e-09,4,-231910,12523.9
6.50416,9.47593,4.5,0.00416023,-0.0240687,3.67426e-10,4,-233176,14644.6
7.5046,9.47686,4.5,0.0046,-0.0231425,1.04294e-09,5,-235130,16002
8.50494,9.47784,4.5,0.0049441,-0.0221631,2.25212e-10,5,-237694,16935.3
9.5052,9.47886,4.5,0.00519514,-0.0211391,-1.4406e-10,4,-233924,18950.9
10.5054,9.47995,4.5,0.00537917,-0.0200483,2.02738e-10,4,-225774,22079.8
11.5055,9.48113,4.5,0.00552098,-0.0188712,3.18763e-10,4,-214452,25611.6
12.5056,9.48241,4.5,0.00563973,-0.0175855,3.0165e-10,4,-200550,29361.6
13.5057,9.48383,4.5,0.00573701,-0.0161705,2.38671e-10,4,-186182,34051.2
14.5058,9.48535,4.5,0.00578737,-0.0146544,1.74841e-10,4,-165381,37564.4
15.5057,9.48686,4.5,0.00574754,-0.0131438,9.33522e-11,4,-144656,38983.6
16.5056,9.48828,4.5,0.00560493,-0.0117155,5.20753e-11,4,-120247,38827.8
17.5054,9.48962,4.5,0.00537579,-0.0103776,3.70564e-11,0,-94101,37020.7
18.5051,9.49085,4.5,0.00506658,-0.00915395,-7.44459e-11,0,-72767.9,33318.4
19.5046,9.49203,4.5,0.00462605,-0.0079741,-1.78576e-10,0,-45874.2,30753.6
20.5041,9.49305,4.5,0.00413605,-0.00695483,-1.8881e-10,0,-15676,7290.42
21.5037,9.49376,4.5,0.00371038,-0.00623546,-1.77175e-10,0,-13956.1,1190.41
22.5033,9.49428,4.5,0.00331024,-0.00571647,-1.40364e-10,0,-12722.2,-855.977
23.5029,9.49466,4.5,0.00290954,-0.00533984,-6.01263e-11,0,-12404.1,-1534.62
24.5025,9.49493,4.5,0.00249764,-0.00506652,1.53148e-11,0,-12253.2,-1673.58
25.5021,9.49513,4.5,0.00207075,-0.00487004,5.41745e-11,0,-12180.8,-1556.74
26.5016,9.49527,4.5,0.00162875,-0.00473174,4.54704e-11,0,-12140.9,-1303.6
27.5012,9.49536,4.5,0.00117357,-0.00463842,-3.14554e-12,0,-12118.2,-973.19
28.5007,9.49542,4.5,0.000708333,-0.00458095,-2.51555e-11,0,-12105.8,-598.882
29.5002,9.49545,4.5,0.00023682,-0.00455361,-1.93376e-11,0,-12100.3,-201.975
0.500612,0.498202,5.5,0.00061161,-0.00179814,-6.64475e-11,4,-432320,289.002
1.50181,0.498225,5.5,0.00180505,-0.00177491,-7.11745e-10,5,-434657,832.069
2.50292,0.498262,5.5,0.0029209,-0.00173828,-1.05538e-09,5,-438731,1091.78
3.50394,0.498296,5.5,0.00394121,-0.00170391,-2.54755e-10,4,-443633,1058.38
4.50488,0.498316,5.5,0.00488113,-0.00168396,4.16408e-10,5,-448145,606.908
5.50578,0.498325,5.5,0.00577814,-0.00167472,5.6103e-10,4,-447277,522.175
6.50665,0.498342,5.5,0.0066479,-0.00165849,4.51912e-10,4,-446313,761.638
7.50747,0.498376,5.5,0.00746698,-0.00162363,1.67921e-10,4,-444079,829.623
8.50819,0.498436,5.5,0.00819456,-0.00156424,4.35749e-11,4,-441101,1238.19
9.50878,0.49852,5.5,0.00878089,-0.00147954,-1.21715e-11,4,-437773,1475.11
10.5092,0.498621,5.5,0.0091994,-0.00137934,-1.31424e-11,4,-427203,1469.63
11.5094,0.498726,5.5,0.00944161,-0.00127411,1.67369e-11,4,-417868,1569.59
12.5095,0.498824,5.5,0.00950685,-0.0011759,1.03391e-11,4,-408438,1605.49
13.5094,0.498905,5.5,0.00942672,-0.00109455,4.27245e-12,4,-394907,1534.22
14.5092,0.498974,5.5,0.00923742,-0.00102563,-2.67321e-11,4,-381813,1742.33
15.509,0.499039,5.5,0.00896196,-0.00096081,-7.86811e-11,0,-364890,1871.26
16.5086,0.499102,5.5,0.00861755,-0.000898021,-7.6685e-11,0,-346122,1909.31
17.5082,0.499162,5.5,0.00821089,-0.000837704,-5.57856e-11,0,-328050,1856.8
18.5077,0.499219,5.5,0.00774462,-0.000780803,-6.94841e-11,0,-311011,1719.34
19.5072,0.499272,5.5,0.0072229,-0.000728384,-6.31621e-11,0,-295291,1504.45
20.5067,0.499319,5.5,0.0066514,-0.000681362,-2.95706e-11,0,-281137,1232.56
21.506,0.49936,5.5,0.00603693,-0.000640379,-2.70175e-11,0,-268726,932.261
22.5054,0.499394,5.5,0.0053869,-0.000605725,-1.50821e-11,0,-258142,634.846
23.5047,0.499423,5.5,0.00470877,-0.000577331,1.25982e-11,0,-249375,369.085
24.504,0.499445,5.5,0.00400951,-0.000554815,1.25452e-11,0,-242331,156.511
25.5033,0.499462,5.5,0.00329518,-0.000537573,1.24552e-11,0,-236856,8.51828
26.5026,0.499475,5.5,0.00257068,-0.000524902,2.09103e-11,0,-232770,-73.8267
27.5018,0.499484,5.5,0.00183977,-0.000516109,2.5725e-11,0,-229891,-98.0384
28.5011,0.499489,5.5,0.00110512,-0.000510604,1.92341e-11,0,-228067,-77.5
29.5004,0.499492,5.5,0.000368564,-0.000507962,7.52099e-12,0,-227183,-28.9899
0.500599,1.49469,5.5,0.000598851,-0.0053115,-4.24558e-10,4,-409141,846.203
1.50177,1.49475,5.5,0.00177344,-0.00524707,-4.66664e-10,5,-410977,2300.92
2.50289,1.49485,5.5,0.00288699,-0.00514576,-7.45882e-10,5,-414358,3059.39
3.50392,1.49495,5.5,0.0039213,-0.00504748,-7.04065e-11,4,-418428,2949.48
4.50488,1.49502,5.5,0.00487766,-0.00498276,4.98868e-10,4,-422442,2070.12
5.50577,1.49506,5.5,0.00577277,-0.00494469,4.05236e-10,4,-423514,1459.04
6.50662,1.49511,5.5,0.00662017,-0.00488957,3.22626e-10,4,-422315,2008.59
7.50741,1.49522,5.5,0.00740838,-0.0047821,1.45632e-10,4,-419873,2609.33
8.5081,1.4954,5.5,0.0081014,-0.00460427,5.63307e-11,4,-417738,3628.36
9.50866,1.49565,5.5,0.00865996,-0.00435496,1.17956e-11,4,-413174,4252.06
10.5091,1.49594,5.5,0.00906523,-0.00406131,2.72238e-11,4,-403220,4381.78
11.5093,1.49624,5.5,0.00931025,-0.00375541,4.12666e-11,4,-393565,4898.85
12.5094,1.49653,5.5,0.00939634,-0.00346854,3.69929e-12,4,-383162,5147.77
13.5093,1.49678,5.5,0.00934063,-0.00322286,-1.06517e-11,4,-370754,5086.41
14.5092,1.49699,5.5,0.00916524,-0.00301149,-3.91608e-11,4,-357662,5359.44
15.5089,1.49718,5.5,0.00889674,-0.00281567,-7.31552e-11,0,-340432,5658.45
16.5086,1.49737,5.5,0.00855737,-0.00262674,-6.32595e-11,0,-321578,5749.24
17.5082,1.49755,5.5,0.00815477,-0.00244515,-4.85196e-11,0,-303324,5598.24
18.5077,1.49773,5.5,0.00769185,-0.00227386,-5.52731e-11,0,-286114,5177.11
19.5072,1.49788,5.5,0.00717295,-0.00211614,-5.92944e-11,0,-270255,4518.38
20.5066,1.49803,5.5,0.006604,-0.0019748,-3.70001e-11,0,-256014,3688.1
21.506,1.49815,5.5,0.00599209,-0.0018518,-2.65442e-11,0,-243577,2772.96
22.5053,1.49825,5.5,0.00534494,-0.00174801,-1.93181e-11,0,-233029,1869.11
23.5047,1.49834,5.5,0.00467026,-0.00166318,-4.58883e-13,0,-224350,1065.33
24.504,1.4984,5.5,0.00397519,-0.0015961,4.28495e-12,0,-217428,427.22
25.5033,1.49846,5.5,0.00326584,-0.00154487,7.76664e-12,0,-212087,-12.0149
26.5025,1.49849,5.5,0.00254705,-0.00150732,2.081e-11,0,-208126,-251.23
27.5018,1.49852,5.5,0.00182245,-0.00148132,2.99031e-11,0,-205352,-314.941
28.5011,1.49853,5.5,0.00109455,-0.00146506,1.96681e-11,0,-203600,-244.543
29.5004,1.49854,5.5,0.000365013,-0.00145727,3.81789e-12,0,-202754,-90.8813
0.500577,2.49135,5.5,0.000576596,-0.008654,-3.52934e-10,5,-386899,1225.1
1.50172,2.49144,5.5,0.00171767,-0.00856304,-1.68785e-10,4,-388064,3285.27
2.50282,2.49158,5.5,0.00282365,-0.00841703,-3.86436e-10,5,-390166,4436.43
3.50387,2.49173,5.5,0.00387497,-0.00826597,-1.76915e-10,4,-393005,4430.32
4.50485,2.49185,5.5,0.00485382,-0.00814517,2.34294e-10,4,-396241,3485.11
5.50575,2.49195,5.5,0.00574666,-0.00805199,2.41602e-10,4,-399469,2706.57
6.50656,2.49206,5.5,0.00655719,-0.00793917,1.70053e-10,4,-398824,3287.94
7.50729,2.49225,5.5,0.0072886,-0.00774995,1.64809e-10,4,-396333,4351.48
8.50792,2.49255,5.5,0.00791837,-0.00745437,1.02112e-10,4,-394991,5632.05
9.50843,2.49294,5.5,0.00842811,-0.00705674,4.63709e-11,4,-389074,6687.83
10.5088,2.49341,5.5,0.00881498,-0.00659322,5.895e-11,4,-379340,7517.41
11.5091,2.49389,5.5,0.00907062,-0.00611035,6.14379e-11,4,-369795,8440.22
12.5092,2.49435,5.5,0.00918973,-0.0056486,2.21799e-11,4,-357861,8936.62
13.5092,2.49477,5.5,0.00917136,-0.00523452,-8.08205e-13,4,-346376,9211.65
14.509,2.49513,5.5,0.00902116,-0.00487024,-3.36411e-11,4,-333696,9438.45
15.5088,2.49546,5.5,0.00876671,-0.00453819,-5.21379e-11,0,-316109,9555.87
16.5084,2.49578,5.5,0.00843696,-0.00422145,-4.72076e-11,0,-297005,9713.49
17.508,2.49608,5.5,0.00804224,-0.00391667,-4.41721e-11,0,-278391,9428.08
18.5076,2.49637,5.5,0.00758581,-0.00362922,-4.09026e-11,0,-260832,8681.99
19.5071,2.49664,5.5,0.00707244,-0.00336483,-4.84335e-11,0,-244695,7541.2
20.5065,2.49687,5.5,0.00650853,-0.00312837,-4.55461e-11,0,-230278,6110.65
21.5059,2.49708,5.5,0.00590174,-0.00292322,-3.83617e-11,0,-217792,4538.08
22.5053,2.49725,5.5,0.00526039,-0.00275085,-2.99606e-11,0,-207326,2993.11
23.5046,2.49739,5.5,0.00459273,-0.0026107,-8.13065e-12,0,-198837,1633.25
24.5039,2.4975,5.5,0.00390618,-0.00250049,4.37415e-12,0,-192170,570.675
25.5032,2.49758,5.5,0.00320692,-0.0024168,3.86594e-12,0,-187104,-143.189
26.5025,2.49764,5.5,0.00249969,-0.00235576,1.89946e-11,0,-183399,-514.217
27.5018,2.49769,5.5,0.0017878,-0.00231366,3.1159e-11,0,-180833,-590.387
28.5011,2.49771,5.5,0.00107343,-0.00228742,1.72685e-11,0,-179226,-445.025
29.5004,2.49773,5.5,0.000357919,-0.00227487,2.48513e-12,0,-178453,-163.597
0.50055,3.48818,5.5,0.000550404,-0.0118193,-5.60951e-10,4,-365236,1349.92
1.50165,3.48828,5.5,0.00164948,-0.0117189,-3.06124e-10,5,-365487,3689.97
2.50274,3.48845,5.5,0.00273823,-0.01155,-9.6198e-11,5,-366256,5120.6
3.5038,3.48864,5.5,0.0037957,-0.0113577,-1.4542e-10,4,-367797,5484.23
4.50479,3.48883,5.5,0.00478738,-0.0111706,1.52483e-10,4,-370501,4989.83
5.50568,3.48901,5.5,0.00567577,-0.0109925,3.37992e-10,4,-374153,4268.58
6.50644,3.48921,5.5,0.00644468,-0.010792,1.72811e-10,4,-375964,4369.23
7.5071,3.48949,5.5,0.00710335,-0.0105063,2.00102e-10,4,-373717,5968.58
8.50766,3.4899,5.5,0.00765678,-0.0100986,1.4709e-10,4,-372293,7679.12
9.50811,3.49042,5.5,0.00811169,-0.00958013,9.11315e-11,4,-365733,9172.41
10.5085,3.49102,5.5,0.0084792,-0.00898254,7.68761e-11,4,-355862,10699
11.5087,3.49165,5.5,0.00874822,-0.00834882,5.3561e-11,4,-345689,11920.7
12.5089,3.49228,5.5,0.00889929,-0.00772355,3.17583e-11,4,-334137,12793.2
13.5089,3.49286,5.5,0.00891899,-0.00713817,9.2232e-12,4,-322011,13327
14.5088,3.49339,5.5,0.00880331,-0.00660899,-8.53554e-12,4,-308958,13709.4
15.5086,3.49387,5.5,0.00857219,-0.00613151,-1.51869e-11,0,-291993,13718.5
16.5083,3.49432,5.5,0.00825645,-0.005683,-3.14163e-11,0,-272352,13864.4
17.5079,3.49475,5.5,0.00787237,-0.00525198,-4.60908e-11,0,-253188,13348.9
18.5074,3.49515,5.5,0.0074252,-0.00484555,-4.56851e-11,0,-235123,12234.5
19.5069,3.49553,5.5,0.00691994,-0.00447225,-4.77857e-11,0,-218562,10562
20.5064,3.49586,5.5,0.00636356,-0.00413933,-4.83379e-11,0,-203874,8468.14
21.5058,3.49615,5.5,0.0057645,-0.00385187,-3.99679e-11,0,-191320,6167.16
22.5051,3.49639,5.5,0.00513201,-0.00361196,-2.82187e-11,0,-180998,3923.47
23.5045,3.49658,5.5,0.00447515,-0.0034185,-4.11954e-12,0,-172826,1981.88
24.5038,3.49673,5.5,0.00380178,-0.00326769,9.21591e-12,0,-166573,505.004
25.5031,3.49685,5.5,0.00311809,-0.00315414,3.4988e-12,0,-161941,-447.935
26.5024,3.49693,5.5,0.00242851,-0.00307192,1.68841e-11,0,-158626,-904.901
27.5017,3.49698,5.5,0.00173587,-0.00301556,2.48765e-11,0,-156370,-949.141
28.501,3.49702,5.5,0.00104186,-0.00298058,1.10741e-11,0,-154974,-691.081
29.5003,3.49704,5.5,0.000347328,-0.00296388,2.8531e-12,0,-154308,-250.632
0.500524,4.48519,5.5,0.000524302,-0.0148057,-1.19912e-09,4,-343485,1275.53
1.50158,4.48529,5.5,0.00157761,-0.0147081,-5.86668e-10,5,-343103,3577.88
2.50264,4.48547,5.5,0.00263651,-0.0145332,1.14212e-10,4,-342779,5253.85
3.50368,4.48569,5.5,0.00367935,-0.0143077,2.40513e-10,5,-343351,6157.3
4.50466,4.48595,5.5,0.0046621,-0.0140486,6.50338e-10,5,-345356,6365.76
5.50553,4.48624,5.5,0.0055346,-0.0137642,7.98264e-10,5,-348782,6046.4
6.50626,4.48656,5.5,0.006263,-0.0134448,1.35913e-10,4,-352275,5905.52
7.50685,4.48695,5.5,0.00685219,-0.013048,-6.92335e-11,4,-352261,7447.51
8.50734,4.48746,5.5,0.00733592,-0.0125409,9.3639e-11,4,-349017,9665.55
9.50774,4.48807,5.5,0.00774223,-0.0119291,1.13165e-10,4,-343592,11687.9
10.5081,4.48877,5.5,0.00808625,-0.0112292,8.86273e-11,4,-332718,13691.3
11.5084,4.48953,5.5,0.00835941,-0.010468,4.28491e-11,4,-322126,15433.8
12.5085,4.49031,5.5,0.00853303,-0.00969029,1.63646e-11,4,-310502,16667.8
13.5086,4.49106,5.5,0.008586,-0.00893734,-3.5614e-12,4,-297670,17466
14.5085,4.49176,5.5,0.0085088,-0.00823817,1.44611e-11,4,-284693,17826.9
15.5083,4.4924,5.5,0.00830924,-0.00760225,2.16764e-11,4,-267853,17945.7
16.508,4.49299,5.5,0.00801303,-0.00701196,-1.71806e-11,0,-247496,17892.9
17.5076,4.49355,5.5,0.00764261,-0.00645048,-5.37638e-11,0,-227713,17292.2
18.5072,4.49408,5.5,0.00720742,-0.00592128,-6.00714e-11,0,-208946,15795.9
19.5067,4.49456,5.5,0.00671299,-0.00543589,-5.97881e-11,0,-191799,13559.3
20.5062,4.495,5.5,0.00616671,-0.00500456,-5.9366e-11,0,-176719,10720.9
21.5056,4.49537,5.5,0.00557813,-0.00463461,-4.11015e-11,0,-164077,7584.29
22.505,4.49567,5.5,0.00495787,-0.0043289,-1.9751e-11,0,-153997,4559.22
23.5043,4.49591,5.5,0.00431612,-0.0040853,1.91129e-12,0,-146317,2013.42
24.5037,4.4961,5.5,0.00366123,-0.00389772,1.06632e-11,0,-140677,158.433
25.503,4.49624,5.5,0.00299918,-0.00375805,7.45869e-12,0,-136653,-965.54
26.5023,4.49634,5.5,0.00233376,-0.00365787,1.40669e-11,0,-133862,-1436.49
27.5017,4.49641,5.5,0.00166709,-0.00358967,1.199e-11,0,-132008,-1389.98
28.501,4.49645,5.5,0.00100019,-0.00354757,2.04117e-12,0,-130880,-977.594
29.5003,4.49647,5.5,0.000333373,-0.00352753,6.10404e-13,0,-130347,-349.536
